branch,virus,selected_lag,best_baseline,delta_rmse_rf_minus_baseline,rf_rmse_common,rf_r2_common,baseline_rmse_common,baseline_r2_common,ci95_low,ci95_high,rf_win_ci95
minimal_corrected,FluA,0,Persistence,0.801994627589842,3.677198646383412,0.7473156501952825,2.8752040187935703,0.8455167153763249,0.1633318045471661,1.5401600564866722,False
minimal_corrected,FluB,0,Persistence,0.45375185104476,1.184238367788074,-0.2458172746659062,0.7304865167433141,0.5259758132505714,-0.0303772419735999,0.7838165696458039,False
minimal_corrected,RSV,2,Persistence,1.793628998948022,4.982331430265243,0.6453420429530057,3.188702431317221,0.8547311608605714,0.6467400921437696,3.2519143677608087,False
minimal_corrected,ADV,0,Persistence,0.436948821438478,2.1920287944157755,-1.852090154662441,1.7550799729772977,-0.8283719971491434,0.1787335308118649,0.6464250419677272,False
minimal_corrected,PIV,1,Seasonal_Naive,0.3301018987920372,3.219385720288443,-0.192640658354293,2.889283821496406,0.039396874088729,-0.1107749646216522,0.6110620284499996,False
minimal_corrected,HRV,3,Persistence,2.711626047287382,6.401620363895883,0.0962295901576335,3.6899943166085007,0.6997177360805871,0.9590837580746228,4.010168659945282,False
minimal_corrected,MP,1,Persistence,-0.1856888199166679,1.812910148645348,-0.4735014742211991,1.998598968562016,-0.7908092636895077,-0.457199151064048,0.176588088228448,False
minimal_corrected,HMPV,4,Seasonal_Naive,-0.4868255453562837,3.0360879977311725,-0.1318861845855312,3.5229135430874563,-0.5239756204069079,-1.341478385303693,0.2722291432942182,False
minimal_corrected,HBOV,3,Seasonal_Naive,0.0916449588482608,1.5402048284355274,-0.058177109807086,1.4485598695872666,0.0640033364697895,-0.6246723031186753,0.5397831036005735,False
