branch,period,age_group,virus,environment,n_months,rho_display,q_period,fdr05_period,status
minimal_corrected,2020-2022,<1,FluA,windlevel,30,-0.0696397260741361,0.9591994268329904,False,computed
minimal_corrected,2020-2022,<1,FluA,temp,30,-0.0756626213021695,0.9591994268329904,False,computed
minimal_corrected,2020-2022,<1,FluA,humi,30,0.1415380378587848,0.9044106291413172,False,computed
minimal_corrected,2020-2022,<1,FluA,PM2.5,30,-0.0997542022143031,0.939142344872617,False,computed
minimal_corrected,2020-2022,<1,FluA,PM10,30,-0.15508955212186,0.8859133474068429,False,computed
minimal_corrected,2020-2022,<1,FluA,NO2,30,0.176546116371729,0.8798650390442455,False,computed
minimal_corrected,2020-2022,<1,FluA,SO2,30,-0.2944345142307231,0.7450549291774112,False,computed
minimal_corrected,2020-2022,<1,FluA,O3,30,-0.2740417328755196,0.7583899253282129,False,computed
minimal_corrected,2020-2022,<1,FluA,CO,30,-0.013176549082403,0.9976213999135164,False,computed
minimal_corrected,2020-2022,<1,FluA,AQI,30,-0.2420451019765922,0.7905613522817263,False,computed
minimal_corrected,2020-2022,<1,FluB,windlevel,30,0.2745490045070094,0.7583899253282129,False,computed
minimal_corrected,2020-2022,<1,FluB,temp,30,-0.5205929211143839,0.3198390031920204,False,computed
minimal_corrected,2020-2022,<1,FluB,humi,30,0.111319869586995,0.9332012195169388,False,computed
minimal_corrected,2020-2022,<1,FluB,PM2.5,30,0.3021539317361295,0.7221533391026016,False,computed
minimal_corrected,2020-2022,<1,FluB,PM10,30,0.1593284386811169,0.8859133474068429,False,computed
minimal_corrected,2020-2022,<1,FluB,NO2,30,0.4317770682902585,0.6328728615023584,False,computed
minimal_corrected,2020-2022,<1,FluB,SO2,30,-0.341236817324914,0.6421466541564022,False,computed
minimal_corrected,2020-2022,<1,FluB,O3,30,-0.1137202980417011,0.9332012195169388,False,computed
minimal_corrected,2020-2022,<1,FluB,CO,30,0.3745084995938928,0.6328728615023584,False,computed
minimal_corrected,2020-2022,<1,FluB,AQI,30,0.0063011246936034,0.9976213999135164,False,computed
minimal_corrected,2020-2022,<1,RSV,windlevel,30,-0.0146846146197363,0.9976213999135164,False,computed
minimal_corrected,2020-2022,<1,RSV,temp,30,0.3223940391514849,0.7111829783381346,False,computed
minimal_corrected,2020-2022,<1,RSV,humi,30,0.2242741141923373,0.8135986772117402,False,computed
minimal_corrected,2020-2022,<1,RSV,PM2.5,30,-0.2687729463733567,0.7583899253282129,False,computed
minimal_corrected,2020-2022,<1,RSV,PM10,30,-0.2656580281206853,0.7583899253282129,False,computed
minimal_corrected,2020-2022,<1,RSV,NO2,30,-0.3880298166184884,0.6328728615023584,False,computed
minimal_corrected,2020-2022,<1,RSV,SO2,30,-0.267497498039665,0.7583899253282129,False,computed
minimal_corrected,2020-2022,<1,RSV,O3,30,0.1403938155311159,0.9044106291413172,False,computed
minimal_corrected,2020-2022,<1,RSV,CO,30,-0.1221628838451268,0.9332012195169388,False,computed
minimal_corrected,2020-2022,<1,RSV,AQI,30,0.0618533767316168,0.9638876098082352,False,computed
minimal_corrected,2020-2022,<1,ADV,windlevel,30,0.0688725825695156,0.9591994268329904,False,computed
minimal_corrected,2020-2022,<1,ADV,temp,30,-0.0095929668578968,0.9976213999135164,False,computed
minimal_corrected,2020-2022,<1,ADV,humi,30,0.0725621852071682,0.9591994268329904,False,computed
minimal_corrected,2020-2022,<1,ADV,PM2.5,30,-0.1918593371579363,0.8438763857551281,False,computed
minimal_corrected,2020-2022,<1,ADV,PM10,30,-0.2066177477085468,0.8253656195209351,False,computed
minimal_corrected,2020-2022,<1,ADV,NO2,30,-0.1928432311946437,0.8438763857551281,False,computed
minimal_corrected,2020-2022,<1,ADV,SO2,30,-0.0446541271982201,0.9782570558607396,False,computed
minimal_corrected,2020-2022,<1,ADV,O3,30,-0.1775928736256795,0.8787629279008881,False,computed
minimal_corrected,2020-2022,<1,ADV,CO,30,0.10430437080228,0.9378461277463918,False,computed
minimal_corrected,2020-2022,<1,ADV,AQI,30,-0.1689838008044901,0.8835328352059227,False,computed
minimal_corrected,2020-2022,<1,PIV,windlevel,30,0.6757242497088675,0.0292134927452819,True,computed
minimal_corrected,2020-2022,<1,PIV,temp,30,-0.3928732948208445,0.6328728615023584,False,computed
minimal_corrected,2020-2022,<1,PIV,humi,30,-0.2153676168320616,0.8200745657855867,False,computed
minimal_corrected,2020-2022,<1,PIV,PM2.5,30,0.1955457782611686,0.8411173217905498,False,computed
minimal_corrected,2020-2022,<1,PIV,PM10,30,0.2750558498320538,0.7583899253282129,False,computed
minimal_corrected,2020-2022,<1,PIV,NO2,30,0.2799556301529487,0.7583899253282129,False,computed
minimal_corrected,2020-2022,<1,PIV,SO2,30,-0.1987080316605994,0.8387762092587974,False,computed
minimal_corrected,2020-2022,<1,PIV,O3,30,-0.0481069340596952,0.9782570558607396,False,computed
minimal_corrected,2020-2022,<1,PIV,CO,30,0.3289900305065135,0.6987931960074275,False,computed
minimal_corrected,2020-2022,<1,PIV,AQI,30,-0.0592427984253654,0.9638876098082352,False,computed
minimal_corrected,2020-2022,<1,HRV,windlevel,30,0.404539395863114,0.6328728615023584,False,computed
minimal_corrected,2020-2022,<1,HRV,temp,30,-0.0936804651586199,0.939142344872617,False,computed
minimal_corrected,2020-2022,<1,HRV,humi,30,-0.3028482495982938,0.7221533391026016,False,computed
minimal_corrected,2020-2022,<1,HRV,PM2.5,30,-0.0140186919358504,0.9976213999135164,False,computed
minimal_corrected,2020-2022,<1,HRV,PM10,30,0.0736537623931192,0.9591994268329904,False,computed
minimal_corrected,2020-2022,<1,HRV,NO2,30,0.0554072109845519,0.9647621969615572,False,computed
minimal_corrected,2020-2022,<1,HRV,SO2,30,0.029156465613176,0.9976213999135164,False,computed
minimal_corrected,2020-2022,<1,HRV,O3,30,0.0077881621865836,0.9976213999135164,False,computed
minimal_corrected,2020-2022,<1,HRV,CO,30,0.1079336826532758,0.934795415091642,False,computed
minimal_corrected,2020-2022,<1,HRV,AQI,30,-0.0870048975701196,0.9512843680799348,False,computed
minimal_corrected,2020-2022,<1,MP,windlevel,30,-0.0050389396499939,0.9976213999135164,False,computed
minimal_corrected,2020-2022,<1,MP,temp,30,-0.0283771864499661,0.9976213999135164,False,computed
minimal_corrected,2020-2022,<1,MP,humi,30,-0.284037071849661,0.7583899253282129,False,computed
minimal_corrected,2020-2022,<1,MP,PM2.5,30,-0.0355377848999576,0.9882926147810968,False,computed
minimal_corrected,2020-2022,<1,MP,PM10,30,0.1082045987998708,0.934795415091642,False,computed
minimal_corrected,2020-2022,<1,MP,NO2,30,-0.0450852494999462,0.9782570558607396,False,computed
minimal_corrected,2020-2022,<1,MP,SO2,30,-0.1431112067328845,0.9044106291413172,False,computed
minimal_corrected,2020-2022,<1,MP,O3,30,0.2182656490497395,0.8135986772117402,False,computed
minimal_corrected,2020-2022,<1,MP,CO,30,-0.1611313895243876,0.8859133474068429,False,computed
minimal_corrected,2020-2022,<1,MP,AQI,30,0.2172048196497408,0.8135986772117402,False,computed
minimal_corrected,2020-2022,<1,HMPV,windlevel,30,-0.1057489572896635,0.9378461277463918,False,computed
minimal_corrected,2020-2022,<1,HMPV,temp,30,-0.0241137764841038,0.9976213999135164,False,computed
minimal_corrected,2020-2022,<1,HMPV,humi,30,-0.0238625913123943,0.9976213999135164,False,computed
minimal_corrected,2020-2022,<1,HMPV,PM2.5,30,0.186630582580095,0.8447028750928838,False,computed
minimal_corrected,2020-2022,<1,HMPV,PM10,30,0.1964268042767622,0.8411173217905498,False,computed
minimal_corrected,2020-2022,<1,HMPV,NO2,30,0.291374799182921,0.746356689579248,False,computed
minimal_corrected,2020-2022,<1,HMPV,SO2,30,-0.1816472946085515,0.8697496986962304,False,computed
minimal_corrected,2020-2022,<1,HMPV,O3,30,0.2413889500127474,0.7905613522817263,False,computed
minimal_corrected,2020-2022,<1,HMPV,CO,30,0.0222323608439457,0.9976213999135164,False,computed
minimal_corrected,2020-2022,<1,HMPV,AQI,30,0.2938866509000151,0.7450549291774112,False,computed
minimal_corrected,2020-2022,<1,HBOV,windlevel,30,0.2011890127332101,0.8365190647470069,False,computed
minimal_corrected,2020-2022,<1,HBOV,temp,30,0.0697302828223057,0.9591994268329904,False,computed
minimal_corrected,2020-2022,<1,HBOV,humi,30,-0.1406036850351411,0.9044106291413172,False,computed
minimal_corrected,2020-2022,<1,HBOV,PM2.5,30,-0.0262917459821808,0.9976213999135164,False,computed
