Year,Month,rate_display_pct,virus,branch,phase
2019,3,0.0,PIV,minimal_corrected,phase2
2019,4,10.74766355140187,PIV,minimal_corrected,phase2
2019,5,10.121457489878544,PIV,minimal_corrected,phase2
2019,6,10.089020771513352,PIV,minimal_corrected,phase2
2019,7,6.053268765133172,PIV,minimal_corrected,phase2
2019,8,3.3707865168539324,PIV,minimal_corrected,phase2
2019,9,3.504672897196261,PIV,minimal_corrected,phase2
2019,10,4.918032786885246,PIV,minimal_corrected,phase2
2019,11,6.027397260273973,PIV,minimal_corrected,phase2
2019,12,5.220883534136546,PIV,minimal_corrected,phase2
2020,1,2.9986962190352022,PIV,minimal_corrected,phase2
2020,2,0.4282655246252677,PIV,minimal_corrected,phase2
2020,3,0.4301075268817204,PIV,minimal_corrected,phase2
2020,4,0.0,PIV,minimal_corrected,phase2
2020,5,0.0,PIV,minimal_corrected,phase2
2020,6,0.9389671361502347,PIV,minimal_corrected,phase2
2020,7,0.0,PIV,minimal_corrected,phase2
2020,8,0.4424778761061947,PIV,minimal_corrected,phase2
2020,9,2.834008097165992,PIV,minimal_corrected,phase2
2020,10,6.711409395973154,PIV,minimal_corrected,phase2
2020,11,11.650485436893204,PIV,minimal_corrected,phase2
2020,12,10.526315789473683,PIV,minimal_corrected,phase2
2021,1,3.3834586466165413,PIV,minimal_corrected,phase2
2021,2,1.5037593984962403,PIV,minimal_corrected,phase2
2021,3,1.5384615384615383,PIV,minimal_corrected,phase2
2021,4,1.015228426395939,PIV,minimal_corrected,phase2
2021,5,6.077348066298343,PIV,minimal_corrected,phase2
2021,6,6.25,PIV,minimal_corrected,phase2
2021,7,5.590062111801243,PIV,minimal_corrected,phase2
2021,8,1.090909090909091,PIV,minimal_corrected,phase2
2021,9,0.0,PIV,minimal_corrected,phase2
2021,10,0.7575757575757576,PIV,minimal_corrected,phase2
2021,11,1.762114537444934,PIV,minimal_corrected,phase2
2021,12,3.5830618892508146,PIV,minimal_corrected,phase2
2022,1,5.660377358490567,PIV,minimal_corrected,phase2
2022,2,8.015267175572518,PIV,minimal_corrected,phase2
2022,3,5.306122448979592,PIV,minimal_corrected,phase2
2022,4,2.888086642599278,PIV,minimal_corrected,phase2
2022,5,1.4925373134328357,PIV,minimal_corrected,phase2
2022,6,3.151862464183381,PIV,minimal_corrected,phase2
2022,7,2.108433734939759,PIV,minimal_corrected,phase2
