Year,Month,Age_Group,rate_display_pct,virus,branch,phase
2025,11,18-44,,PIV,minimal_corrected,phase2
2025,11,45-59,,PIV,minimal_corrected,phase2
2025,11,60-74,0.0,PIV,minimal_corrected,phase2
2025,11,75-89,0.0,PIV,minimal_corrected,phase2
2025,11,>=90,0.0,PIV,minimal_corrected,phase2
2019,2,<1,,HRV,minimal_corrected,phase2
2019,2,1-3,,HRV,minimal_corrected,phase2
2019,2,18-44,,HRV,minimal_corrected,phase2
2019,2,45-59,,HRV,minimal_corrected,phase2
2019,2,60-74,,HRV,minimal_corrected,phase2
2019,3,<1,13.043478260869565,HRV,minimal_corrected,phase2
2019,3,1-3,17.857142857142858,HRV,minimal_corrected,phase2
2019,3,4-12,48.0,HRV,minimal_corrected,phase2
2019,3,13-17,,HRV,minimal_corrected,phase2
2019,3,18-44,,HRV,minimal_corrected,phase2
2019,3,45-59,,HRV,minimal_corrected,phase2
2019,3,60-74,,HRV,minimal_corrected,phase2
2019,3,75-89,,HRV,minimal_corrected,phase2
2019,4,<1,17.647058823529413,HRV,minimal_corrected,phase2
2019,4,1-3,24.59016393442623,HRV,minimal_corrected,phase2
2019,4,4-12,22.033898305084744,HRV,minimal_corrected,phase2
2019,4,13-17,,HRV,minimal_corrected,phase2
2019,4,18-44,,HRV,minimal_corrected,phase2
2019,4,45-59,,HRV,minimal_corrected,phase2
2019,4,60-74,,HRV,minimal_corrected,phase2
2019,4,75-89,0.0,HRV,minimal_corrected,phase2
2019,4,>=90,,HRV,minimal_corrected,phase2
2019,5,<1,18.181818181818183,HRV,minimal_corrected,phase2
2019,5,1-3,30.434782608695656,HRV,minimal_corrected,phase2
2019,5,4-12,20.212765957446805,HRV,minimal_corrected,phase2
2019,5,13-17,,HRV,minimal_corrected,phase2
2019,5,18-44,,HRV,minimal_corrected,phase2
2019,5,45-59,,HRV,minimal_corrected,phase2
2019,5,60-74,,HRV,minimal_corrected,phase2
2019,5,75-89,,HRV,minimal_corrected,phase2
2019,5,>=90,,HRV,minimal_corrected,phase2
2019,6,<1,25.806451612903224,HRV,minimal_corrected,phase2
2019,6,1-3,17.77777777777778,HRV,minimal_corrected,phase2
2019,6,4-12,26.05042016806723,HRV,minimal_corrected,phase2
2019,6,13-17,,HRV,minimal_corrected,phase2
2019,6,18-44,,HRV,minimal_corrected,phase2
2019,6,45-59,,HRV,minimal_corrected,phase2
2019,6,60-74,,HRV,minimal_corrected,phase2
2019,6,75-89,3.225806451612903,HRV,minimal_corrected,phase2
2019,6,>=90,,HRV,minimal_corrected,phase2
2019,7,<1,21.176470588235293,HRV,minimal_corrected,phase2
2019,7,1-3,21.666666666666668,HRV,minimal_corrected,phase2
2019,7,4-12,14.093959731543624,HRV,minimal_corrected,phase2
2019,7,13-17,,HRV,minimal_corrected,phase2
2019,7,18-44,,HRV,minimal_corrected,phase2
2019,7,45-59,,HRV,minimal_corrected,phase2
2019,7,60-74,,HRV,minimal_corrected,phase2
2019,7,75-89,0.0,HRV,minimal_corrected,phase2
2019,7,>=90,,HRV,minimal_corrected,phase2
2019,8,<1,15.476190476190476,HRV,minimal_corrected,phase2
2019,8,1-3,22.641509433962263,HRV,minimal_corrected,phase2
2019,8,4-12,17.582417582417584,HRV,minimal_corrected,phase2
2019,8,13-17,,HRV,minimal_corrected,phase2
2019,8,18-44,,HRV,minimal_corrected,phase2
2019,8,45-59,,HRV,minimal_corrected,phase2
2019,8,60-74,0.0,HRV,minimal_corrected,phase2
2019,8,75-89,,HRV,minimal_corrected,phase2
2019,8,>=90,,HRV,minimal_corrected,phase2
2019,9,<1,20.0,HRV,minimal_corrected,phase2
2019,9,1-3,28.735632183908045,HRV,minimal_corrected,phase2
2019,9,4-12,23.387096774193548,HRV,minimal_corrected,phase2
2019,9,13-17,,HRV,minimal_corrected,phase2
2019,9,18-44,,HRV,minimal_corrected,phase2
2019,9,45-59,,HRV,minimal_corrected,phase2
2019,9,60-74,,HRV,minimal_corrected,phase2
2019,9,75-89,0.0,HRV,minimal_corrected,phase2
2019,9,>=90,,HRV,minimal_corrected,phase2
2019,10,<1,35.82089552238806,HRV,minimal_corrected,phase2
2019,10,1-3,37.5,HRV,minimal_corrected,phase2
2019,10,4-12,35.63218390804598,HRV,minimal_corrected,phase2
2019,10,13-17,,HRV,minimal_corrected,phase2
2019,10,18-44,,HRV,minimal_corrected,phase2
2019,10,45-59,,HRV,minimal_corrected,phase2
2019,10,60-74,,HRV,minimal_corrected,phase2
2019,10,75-89,,HRV,minimal_corrected,phase2
2019,10,>=90,,HRV,minimal_corrected,phase2
2019,11,<1,44.0,HRV,minimal_corrected,phase2
2019,11,1-3,46.728971962616825,HRV,minimal_corrected,phase2
2019,11,4-12,33.33333333333333,HRV,minimal_corrected,phase2
2019,11,13-17,,HRV,minimal_corrected,phase2
2019,11,18-44,,HRV,minimal_corrected,phase2
2019,11,45-59,5.0,HRV,minimal_corrected,phase2
2019,11,60-74,21.428571428571427,HRV,minimal_corrected,phase2
2019,11,75-89,19.35483870967742,HRV,minimal_corrected,phase2
2019,11,>=90,,HRV,minimal_corrected,phase2
2019,12,<1,36.75213675213676,HRV,minimal_corrected,phase2
2019,12,1-3,24.62686567164179,HRV,minimal_corrected,phase2
2019,12,4-12,26.923076923076923,HRV,minimal_corrected,phase2
2019,12,13-17,,HRV,minimal_corrected,phase2
2019,12,18-44,,HRV,minimal_corrected,phase2
2019,12,45-59,,HRV,minimal_corrected,phase2
2019,12,60-74,18.181818181818183,HRV,minimal_corrected,phase2
2019,12,75-89,6.25,HRV,minimal_corrected,phase2
2019,12,>=90,,HRV,minimal_corrected,phase2
2020,1,<1,17.307692307692307,HRV,minimal_corrected,phase2
2020,1,1-3,19.021739130434785,HRV,minimal_corrected,phase2
2020,1,4-12,9.929078014184398,HRV,minimal_corrected,phase2
2020,1,13-17,,HRV,minimal_corrected,phase2
2020,1,18-44,3.571428571428571,HRV,minimal_corrected,phase2
2020,1,45-59,9.25925925925926,HRV,minimal_corrected,phase2
2020,1,60-74,13.157894736842104,HRV,minimal_corrected,phase2
2020,1,75-89,16.049382716049383,HRV,minimal_corrected,phase2
2020,1,>=90,14.705882352941178,HRV,minimal_corrected,phase2
2020,2,<1,23.07692307692308,HRV,minimal_corrected,phase2
2020,2,1-3,4.411764705882353,HRV,minimal_corrected,phase2
2020,2,4-12,13.114754098360656,HRV,minimal_corrected,phase2
2020,2,13-17,,HRV,minimal_corrected,phase2
2020,2,18-44,2.909090909090909,HRV,minimal_corrected,phase2
2020,2,45-59,1.5384615384615383,HRV,minimal_corrected,phase2
2020,2,60-74,0.5780346820809248,HRV,minimal_corrected,phase2
2020,2,75-89,1.3888888888888888,HRV,minimal_corrected,phase2
2020,2,>=90,0.0,HRV,minimal_corrected,phase2
2020,3,<1,3.333333333333333,HRV,minimal_corrected,phase2
2020,3,1-3,6.521739130434782,HRV,minimal_corrected,phase2
2020,3,4-12,0.0,HRV,minimal_corrected,phase2
2020,3,13-17,,HRV,minimal_corrected,phase2
2020,3,18-44,0.0,HRV,minimal_corrected,phase2
2020,3,45-59,0.0,HRV,minimal_corrected,phase2
2020,3,60-74,1.6666666666666667,HRV,minimal_corrected,phase2
2020,3,75-89,0.0,HRV,minimal_corrected,phase2
2020,3,>=90,2.4390243902439024,HRV,minimal_corrected,phase2
2020,4,<1,0.0,HRV,minimal_corrected,phase2
2020,4,1-3,0.0,HRV,minimal_corrected,phase2
2020,4,4-12,0.0,HRV,minimal_corrected,phase2
2020,4,13-17,,HRV,minimal_corrected,phase2
2020,4,18-44,0.0,HRV,minimal_corrected,phase2
2020,4,45-59,0.0,HRV,minimal_corrected,phase2
2020,4,60-74,0.0,HRV,minimal_corrected,phase2
2020,4,75-89,0.0,HRV,minimal_corrected,phase2
2020,4,>=90,0.0,HRV,minimal_corrected,phase2
2020,5,<1,,HRV,minimal_corrected,phase2
2020,5,1-3,5.0,HRV,minimal_corrected,phase2
2020,5,4-12,10.714285714285714,HRV,minimal_corrected,phase2
2020,5,13-17,,HRV,minimal_corrected,phase2
2020,5,18-44,,HRV,minimal_corrected,phase2
2020,5,45-59,0.0,HRV,minimal_corrected,phase2
2020,5,60-74,,HRV,minimal_corrected,phase2
2020,5,75-89,0.0,HRV,minimal_corrected,phase2
2020,5,>=90,0.0,HRV,minimal_corrected,phase2
2020,6,<1,45.16129032258064,HRV,minimal_corrected,phase2
2020,6,1-3,33.33333333333333,HRV,minimal_corrected,phase2
2020,6,4-12,41.66666666666667,HRV,minimal_corrected,phase2
2020,6,13-17,,HRV,minimal_corrected,phase2
2020,6,18-44,,HRV,minimal_corrected,phase2
2020,6,45-59,,HRV,minimal_corrected,phase2
2020,6,60-74,4.166666666666666,HRV,minimal_corrected,phase2
2020,6,75-89,0.0,HRV,minimal_corrected,phase2
2020,6,>=90,13.636363636363637,HRV,minimal_corrected,phase2
2020,7,<1,33.33333333333333,HRV,minimal_corrected,phase2
2020,7,1-3,74.35897435897436,HRV,minimal_corrected,phase2
2020,7,4-12,,HRV,minimal_corrected,phase2
2020,7,13-17,,HRV,minimal_corrected,phase2
2020,7,18-44,,HRV,minimal_corrected,phase2
2020,7,45-59,,HRV,minimal_corrected,phase2
2020,7,60-74,,HRV,minimal_corrected,phase2
2020,7,75-89,1.4492753623188406,HRV,minimal_corrected,phase2
2020,7,>=90,2.127659574468085,HRV,minimal_corrected,phase2
2020,8,<1,,HRV,minimal_corrected,phase2
2020,8,1-3,29.72972972972973,HRV,minimal_corrected,phase2
2020,8,4-12,31.818181818181817,HRV,minimal_corrected,phase2
2020,8,13-17,,HRV,minimal_corrected,phase2
2020,8,18-44,,HRV,minimal_corrected,phase2
2020,8,45-59,,HRV,minimal_corrected,phase2
2020,8,60-74,,HRV,minimal_corrected,phase2
2020,8,75-89,4.081632653061225,HRV,minimal_corrected,phase2
2020,8,>=90,0.0,HRV,minimal_corrected,phase2
2020,9,<1,18.421052631578945,HRV,minimal_corrected,phase2
2020,9,1-3,26.82926829268293,HRV,minimal_corrected,phase2
2020,9,4-12,44.0,HRV,minimal_corrected,phase2
2020,9,13-17,,HRV,minimal_corrected,phase2
2020,9,18-44,,HRV,minimal_corrected,phase2
2020,9,45-59,,HRV,minimal_corrected,phase2
2020,9,60-74,4.545454545454546,HRV,minimal_corrected,phase2
2020,9,75-89,4.3478260869565215,HRV,minimal_corrected,phase2
2020,9,>=90,2.631578947368421,HRV,minimal_corrected,phase2
2020,10,<1,25.806451612903224,HRV,minimal_corrected,phase2
2020,10,1-3,34.61538461538461,HRV,minimal_corrected,phase2
2020,10,4-12,,HRV,minimal_corrected,phase2
2020,10,13-17,,HRV,minimal_corrected,phase2
2020,10,18-44,,HRV,minimal_corrected,phase2
2020,10,45-59,,HRV,minimal_corrected,phase2
2020,10,60-74,,HRV,minimal_corrected,phase2
2020,10,75-89,0.0,HRV,minimal_corrected,phase2
2020,10,>=90,0.0,HRV,minimal_corrected,phase2
2020,11,<1,29.629629629629623,HRV,minimal_corrected,phase2
2020,11,1-3,26.31578947368421,HRV,minimal_corrected,phase2
2020,11,4-12,,HRV,minimal_corrected,phase2
2020,11,13-17,,HRV,minimal_corrected,phase2
2020,11,18-44,,HRV,minimal_corrected,phase2
2020,11,45-59,,HRV,minimal_corrected,phase2
2020,11,60-74,,HRV,minimal_corrected,phase2
2020,11,75-89,0.0,HRV,minimal_corrected,phase2
2020,11,>=90,0.0,HRV,minimal_corrected,phase2
2020,12,<1,28.947368421052637,HRV,minimal_corrected,phase2
2020,12,1-3,25.64102564102564,HRV,minimal_corrected,phase2
2020,12,4-12,,HRV,minimal_corrected,phase2
2020,12,13-17,,HRV,minimal_corrected,phase2
2020,12,18-44,,HRV,minimal_corrected,phase2
2020,12,45-59,,HRV,minimal_corrected,phase2
2020,12,60-74,,HRV,minimal_corrected,phase2
2020,12,75-89,3.508771929824561,HRV,minimal_corrected,phase2
2020,12,>=90,0.0,HRV,minimal_corrected,phase2
2021,1,<1,8.0,HRV,minimal_corrected,phase2
2021,1,1-3,30.0,HRV,minimal_corrected,phase2
2021,1,4-12,,HRV,minimal_corrected,phase2
2021,1,13-17,,HRV,minimal_corrected,phase2
2021,1,18-44,,HRV,minimal_corrected,phase2
2021,1,45-59,,HRV,minimal_corrected,phase2
2021,1,60-74,2.857142857142857,HRV,minimal_corrected,phase2
2021,1,75-89,1.5625,HRV,minimal_corrected,phase2
2021,1,>=90,0.0,HRV,minimal_corrected,phase2
2021,2,<1,,HRV,minimal_corrected,phase2
2021,2,1-3,,HRV,minimal_corrected,phase2
2021,2,4-12,,HRV,minimal_corrected,phase2
2021,2,13-17,,HRV,minimal_corrected,phase2
2021,2,18-44,,HRV,minimal_corrected,phase2
2021,2,45-59,,HRV,minimal_corrected,phase2
2021,2,60-74,,HRV,minimal_corrected,phase2
2021,2,75-89,0.0,HRV,minimal_corrected,phase2
2021,2,>=90,0.0,HRV,minimal_corrected,phase2
2021,3,<1,,HRV,minimal_corrected,phase2
2021,3,1-3,,HRV,minimal_corrected,phase2
2021,3,4-12,,HRV,minimal_corrected,phase2
2021,3,13-17,,HRV,minimal_corrected,phase2
2021,3,18-44,,HRV,minimal_corrected,phase2
2021,3,45-59,,HRV,minimal_corrected,phase2
2021,3,60-74,4.166666666666666,HRV,minimal_corrected,phase2
2021,3,75-89,0.0,HRV,minimal_corrected,phase2
2021,3,>=90,0.0,HRV,minimal_corrected,phase2
2021,4,<1,,HRV,minimal_corrected,phase2
2021,4,1-3,,HRV,minimal_corrected,phase2
2021,4,4-12,,HRV,minimal_corrected,phase2
2021,4,13-17,,HRV,minimal_corrected,phase2
2021,4,18-44,,HRV,minimal_corrected,phase2
2021,4,45-59,4.3478260869565215,HRV,minimal_corrected,phase2
2021,4,60-74,4.761904761904762,HRV,minimal_corrected,phase2
2021,4,75-89,0.0,HRV,minimal_corrected,phase2
2021,4,>=90,0.0,HRV,minimal_corrected,phase2
2021,5,<1,23.809523809523807,HRV,minimal_corrected,phase2
2021,5,1-3,40.909090909090914,HRV,minimal_corrected,phase2
2021,5,4-12,,HRV,minimal_corrected,phase2
2021,5,13-17,,HRV,minimal_corrected,phase2
2021,5,18-44,,HRV,minimal_corrected,phase2
2021,5,45-59,,HRV,minimal_corrected,phase2
2021,5,60-74,,HRV,minimal_corrected,phase2
2021,5,75-89,0.0,HRV,minimal_corrected,phase2
2021,5,>=90,3.4482758620689653,HRV,minimal_corrected,phase2
2021,6,<1,13.114754098360656,HRV,minimal_corrected,phase2
2021,6,1-3,18.181818181818183,HRV,minimal_corrected,phase2
2021,6,4-12,45.0,HRV,minimal_corrected,phase2
2021,6,18-44,3.7037037037037033,HRV,minimal_corrected,phase2
2021,6,45-59,,HRV,minimal_corrected,phase2
2021,6,60-74,0.0,HRV,minimal_corrected,phase2
2021,6,75-89,4.166666666666666,HRV,minimal_corrected,phase2
2021,6,>=90,0.0,HRV,minimal_corrected,phase2
2021,7,<1,9.411764705882351,HRV,minimal_corrected,phase2
2021,7,1-3,13.333333333333334,HRV,minimal_corrected,phase2
2021,7,4-12,25.925925925925924,HRV,minimal_corrected,phase2
2021,7,13-17,,HRV,minimal_corrected,phase2
2021,7,18-44,,HRV,minimal_corrected,phase2
2021,7,45-59,,HRV,minimal_corrected,phase2
2021,7,60-74,,HRV,minimal_corrected,phase2
2021,7,75-89,1.9230769230769231,HRV,minimal_corrected,phase2
2021,7,>=90,0.0,HRV,minimal_corrected,phase2
2021,8,<1,4.285714285714286,HRV,minimal_corrected,phase2
2021,8,1-3,8.16326530612245,HRV,minimal_corrected,phase2
2021,8,4-12,,HRV,minimal_corrected,phase2
2021,8,13-17,,HRV,minimal_corrected,phase2
2021,8,18-44,,HRV,minimal_corrected,phase2
2021,8,45-59,,HRV,minimal_corrected,phase2
2021,8,60-74,,HRV,minimal_corrected,phase2
2021,8,75-89,0.0,HRV,minimal_corrected,phase2
2021,8,>=90,0.0,HRV,minimal_corrected,phase2
2021,9,<1,13.043478260869565,HRV,minimal_corrected,phase2
2021,9,1-3,,HRV,minimal_corrected,phase2
2021,9,4-12,,HRV,minimal_corrected,phase2
2021,9,18-44,,HRV,minimal_corrected,phase2
2021,9,45-59,,HRV,minimal_corrected,phase2
2021,9,60-74,,HRV,minimal_corrected,phase2
2021,9,75-89,0.0,HRV,minimal_corrected,phase2
2021,9,>=90,0.0,HRV,minimal_corrected,phase2
2021,10,<1,,HRV,minimal_corrected,phase2
2021,10,1-3,,HRV,minimal_corrected,phase2
2021,10,4-12,,HRV,minimal_corrected,phase2
2021,10,13-17,,HRV,minimal_corrected,phase2
2021,10,18-44,,HRV,minimal_corrected,phase2
2021,10,45-59,,HRV,minimal_corrected,phase2
2021,10,60-74,,HRV,minimal_corrected,phase2
2021,10,75-89,0.0,HRV,minimal_corrected,phase2
2021,10,>=90,2.2222222222222223,HRV,minimal_corrected,phase2
2021,11,<1,51.42857142857142,HRV,minimal_corrected,phase2
2021,11,1-3,89.28571428571429,HRV,minimal_corrected,phase2
2021,11,4-12,68.96551724137932,HRV,minimal_corrected,phase2
2021,11,13-17,,HRV,minimal_corrected,phase2
2021,11,18-44,,HRV,minimal_corrected,phase2
2021,11,45-59,,HRV,minimal_corrected,phase2
2021,11,60-74,,HRV,minimal_corrected,phase2
2021,11,75-89,8.333333333333332,HRV,minimal_corrected,phase2
2021,11,>=90,6.0,HRV,minimal_corrected,phase2
2021,12,<1,51.51515151515152,HRV,minimal_corrected,phase2
2021,12,1-3,43.75,HRV,minimal_corrected,phase2
2021,12,4-12,24.24242424242424,HRV,minimal_corrected,phase2
2021,12,13-17,,HRV,minimal_corrected,phase2
2021,12,18-44,,HRV,minimal_corrected,phase2
2021,12,45-59,,HRV,minimal_corrected,phase2
2021,12,60-74,0.0,HRV,minimal_corrected,phase2
2021,12,75-89,1.851851851851852,HRV,minimal_corrected,phase2
2021,12,>=90,0.9708737864077668,HRV,minimal_corrected,phase2
2022,1,<1,15.0,HRV,minimal_corrected,phase2
2022,1,1-3,32.55813953488372,HRV,minimal_corrected,phase2
2022,1,4-12,14.754098360655735,HRV,minimal_corrected,phase2
2022,1,13-17,,HRV,minimal_corrected,phase2
2022,1,18-44,,HRV,minimal_corrected,phase2
2022,1,45-59,,HRV,minimal_corrected,phase2
2022,1,60-74,6.0606060606060606,HRV,minimal_corrected,phase2
2022,1,75-89,9.523809523809524,HRV,minimal_corrected,phase2
2022,1,>=90,8.571428571428571,HRV,minimal_corrected,phase2
2022,2,<1,14.285714285714285,HRV,minimal_corrected,phase2
2022,2,1-3,6.451612903225806,HRV,minimal_corrected,phase2
2022,2,4-12,,HRV,minimal_corrected,phase2
2022,2,13-17,,HRV,minimal_corrected,phase2
2022,2,18-44,,HRV,minimal_corrected,phase2
2022,2,45-59,,HRV,minimal_corrected,phase2
2022,2,60-74,8.333333333333332,HRV,minimal_corrected,phase2
2022,2,75-89,6.122448979591836,HRV,minimal_corrected,phase2
2022,2,>=90,2.898550724637681,HRV,minimal_corrected,phase2
2022,3,<1,18.51851851851852,HRV,minimal_corrected,phase2
2022,3,1-3,23.809523809523807,HRV,minimal_corrected,phase2
2022,3,4-12,22.22222222222222,HRV,minimal_corrected,phase2
2022,3,13-17,,HRV,minimal_corrected,phase2
2022,3,18-44,3.92156862745098,HRV,minimal_corrected,phase2
2022,3,45-59,2.941176470588235,HRV,minimal_corrected,phase2
2022,3,60-74,5.88235294117647,HRV,minimal_corrected,phase2
2022,3,75-89,5.555555555555555,HRV,minimal_corrected,phase2
2022,3,>=90,0.0,HRV,minimal_corrected,phase2
2022,4,<1,31.818181818181817,HRV,minimal_corrected,phase2
2022,4,1-3,30.23255813953488,HRV,minimal_corrected,phase2
2022,4,4-12,12.5,HRV,minimal_corrected,phase2
2022,4,13-17,,HRV,minimal_corrected,phase2
2022,4,18-44,3.0534351145038165,HRV,minimal_corrected,phase2
2022,4,45-59,3.0303030303030303,HRV,minimal_corrected,phase2
2022,4,60-74,2.272727272727273,HRV,minimal_corrected,phase2
2022,4,75-89,1.4084507042253522,HRV,minimal_corrected,phase2
2022,4,>=90,0.0,HRV,minimal_corrected,phase2
2022,5,<1,33.33333333333333,HRV,minimal_corrected,phase2
2022,5,1-3,36.66666666666666,HRV,minimal_corrected,phase2
2022,5,4-12,32.35294117647059,HRV,minimal_corrected,phase2
2022,5,13-17,,HRV,minimal_corrected,phase2
2022,5,18-44,0.0,HRV,minimal_corrected,phase2
2022,5,45-59,5.0,HRV,minimal_corrected,phase2
2022,5,60-74,2.1739130434782608,HRV,minimal_corrected,phase2
2022,5,75-89,0.0,HRV,minimal_corrected,phase2
2022,5,>=90,1.0,HRV,minimal_corrected,phase2
2022,6,<1,15.384615384615383,HRV,minimal_corrected,phase2
2022,6,1-3,12.5,HRV,minimal_corrected,phase2
2022,6,4-12,14.814814814814811,HRV,minimal_corrected,phase2
2022,6,13-17,,HRV,minimal_corrected,phase2
2022,6,18-44,4.081632653061225,HRV,minimal_corrected,phase2
2022,6,45-59,5.357142857142857,HRV,minimal_corrected,phase2
2022,6,60-74,0.0,HRV,minimal_corrected,phase2
2022,6,75-89,0.0,HRV,minimal_corrected,phase2
2022,6,>=90,0.0,HRV,minimal_corrected,phase2
2022,7,<1,4.838709677419355,HRV,minimal_corrected,phase2
2022,7,1-3,14.473684210526317,HRV,minimal_corrected,phase2
2022,7,4-12,8.333333333333332,HRV,minimal_corrected,phase2
2022,7,13-17,,HRV,minimal_corrected,phase2
2022,7,18-44,3.7037037037037033,HRV,minimal_corrected,phase2
2022,7,45-59,1.5151515151515151,HRV,minimal_corrected,phase2
2022,7,60-74,2.061855670103093,HRV,minimal_corrected,phase2
2022,7,75-89,0.0,HRV,minimal_corrected,phase2
2022,7,>=90,0.0,HRV,minimal_corrected,phase2
2022,8,<1,12.244897959183673,HRV,minimal_corrected,phase2
2022,8,1-3,10.588235294117649,HRV,minimal_corrected,phase2
2022,8,4-12,13.043478260869565,HRV,minimal_corrected,phase2
2022,8,13-17,,HRV,minimal_corrected,phase2
2022,8,18-44,0.0,HRV,minimal_corrected,phase2
2022,8,45-59,0.0,HRV,minimal_corrected,phase2
2022,8,60-74,1.694915254237288,HRV,minimal_corrected,phase2
2022,8,75-89,0.0,HRV,minimal_corrected,phase2
2022,8,>=90,0.0,HRV,minimal_corrected,phase2
2022,9,<1,14.285714285714285,HRV,minimal_corrected,phase2
2022,9,1-3,28.57142857142857,HRV,minimal_corrected,phase2
2022,9,4-12,31.11111111111111,HRV,minimal_corrected,phase2
2022,9,13-17,,HRV,minimal_corrected,phase2
2022,9,18-44,0.0,HRV,minimal_corrected,phase2
2022,9,45-59,0.0,HRV,minimal_corrected,phase2
2022,9,60-74,2.5,HRV,minimal_corrected,phase2
2022,9,75-89,0.0,HRV,minimal_corrected,phase2
2022,9,>=90,0.78125,HRV,minimal_corrected,phase2
2022,10,<1,34.375,HRV,minimal_corrected,phase2
2022,10,1-3,36.61971830985916,HRV,minimal_corrected,phase2
2022,10,4-12,25.37313432835821,HRV,minimal_corrected,phase2
2022,10,13-17,,HRV,minimal_corrected,phase2
2022,10,18-44,0.0,HRV,minimal_corrected,phase2
2022,10,45-59,0.0,HRV,minimal_corrected,phase2
2022,10,60-74,0.0,HRV,minimal_corrected,phase2
2022,10,75-89,2.73972602739726,HRV,minimal_corrected,phase2
2022,10,>=90,1.7543859649122806,HRV,minimal_corrected,phase2
2022,11,<1,34.69387755102041,HRV,minimal_corrected,phase2
2022,11,1-3,35.18518518518518,HRV,minimal_corrected,phase2
2022,11,4-12,36.25,HRV,minimal_corrected,phase2
2022,11,13-17,,HRV,minimal_corrected,phase2
2022,11,18-44,10.344827586206897,HRV,minimal_corrected,phase2
2022,11,45-59,17.5,HRV,minimal_corrected,phase2
2022,11,60-74,14.285714285714285,HRV,minimal_corrected,phase2
2022,11,75-89,3.252032520325204,HRV,minimal_corrected,phase2
2022,11,>=90,3.35195530726257,HRV,minimal_corrected,phase2
2022,12,<1,18.0327868852459,HRV,minimal_corrected,phase2
2022,12,1-3,24.35897435897436,HRV,minimal_corrected,phase2
2022,12,4-12,22.058823529411764,HRV,minimal_corrected,phase2
2022,12,13-17,,HRV,minimal_corrected,phase2
2022,12,18-44,2.7777777777777777,HRV,minimal_corrected,phase2
2022,12,45-59,4.545454545454546,HRV,minimal_corrected,phase2
2022,12,60-74,5.797101449275362,HRV,minimal_corrected,phase2
2022,12,75-89,1.8018018018018016,HRV,minimal_corrected,phase2
2022,12,>=90,1.3245033112582782,HRV,minimal_corrected,phase2
2023,1,<1,6.329113924050633,HRV,minimal_corrected,phase2
2023,1,1-3,6.25,HRV,minimal_corrected,phase2
2023,1,4-12,10.416666666666668,HRV,minimal_corrected,phase2
2023,1,13-17,,HRV,minimal_corrected,phase2
2023,1,18-44,0.0,HRV,minimal_corrected,phase2
2023,1,45-59,0.0,HRV,minimal_corrected,phase2
2023,1,60-74,0.0,HRV,minimal_corrected,phase2
2023,1,75-89,0.0,HRV,minimal_corrected,phase2
2023,1,>=90,0.0,HRV,minimal_corrected,phase2
2023,2,<1,10.714285714285714,HRV,minimal_corrected,phase2
2023,2,1-3,18.181818181818183,HRV,minimal_corrected,phase2
2023,2,4-12,23.33333333333333,HRV,minimal_corrected,phase2
2023,2,13-17,,HRV,minimal_corrected,phase2
2023,2,18-44,0.0,HRV,minimal_corrected,phase2
2023,2,45-59,0.0,HRV,minimal_corrected,phase2
2023,2,60-74,0.0,HRV,minimal_corrected,phase2
2023,2,75-89,0.0,HRV,minimal_corrected,phase2
2023,2,>=90,0.0,HRV,minimal_corrected,phase2
2023,3,<1,39.34426229508197,HRV,minimal_corrected,phase2
2023,3,1-3,33.69565217391305,HRV,minimal_corrected,phase2
2023,3,4-12,19.1358024691358,HRV,minimal_corrected,phase2
2023,3,13-17,7.6923076923076925,HRV,minimal_corrected,phase2
2023,3,18-44,5.063291139240507,HRV,minimal_corrected,phase2
2023,3,45-59,1.3333333333333337,HRV,minimal_corrected,phase2
2023,3,60-74,1.680672268907563,HRV,minimal_corrected,phase2
2023,3,75-89,4.545454545454546,HRV,minimal_corrected,phase2
2023,3,>=90,2.013422818791946,HRV,minimal_corrected,phase2
2023,4,<1,24.35897435897436,HRV,minimal_corrected,phase2
2023,4,1-3,30.70866141732284,HRV,minimal_corrected,phase2
2023,4,4-12,10.6951871657754,HRV,minimal_corrected,phase2
2023,4,13-17,10.714285714285714,HRV,minimal_corrected,phase2
2023,4,18-44,6.578947368421052,HRV,minimal_corrected,phase2
2023,4,45-59,1.0309278350515465,HRV,minimal_corrected,phase2
2023,4,60-74,0.0,HRV,minimal_corrected,phase2
2023,4,75-89,1.3605442176870748,HRV,minimal_corrected,phase2
2023,4,>=90,0.6666666666666667,HRV,minimal_corrected,phase2
2023,5,<1,20.72072072072072,HRV,minimal_corrected,phase2
2023,5,1-3,28.723404255319156,HRV,minimal_corrected,phase2
2023,5,4-12,25.98039215686275,HRV,minimal_corrected,phase2
2023,5,13-17,0.0,HRV,minimal_corrected,phase2
2023,5,18-44,6.0,HRV,minimal_corrected,phase2
2023,5,45-59,0.8695652173913043,HRV,minimal_corrected,phase2
2023,5,60-74,1.5873015873015872,HRV,minimal_corrected,phase2
2023,5,75-89,0.5076142131979695,HRV,minimal_corrected,phase2
2023,5,>=90,3.1818181818181817,HRV,minimal_corrected,phase2
2023,6,<1,12.949640287769784,HRV,minimal_corrected,phase2
2023,6,1-3,10.196078431372548,HRV,minimal_corrected,phase2
2023,6,4-12,10.071942446043163,HRV,minimal_corrected,phase2
2023,6,13-17,,HRV,minimal_corrected,phase2
2023,6,18-44,2.564102564102564,HRV,minimal_corrected,phase2
2023,6,45-59,0.0,HRV,minimal_corrected,phase2
