Year,Month,Age_Group,rate_display_pct,virus,branch,phase
2022,10,18-44,0.0,RSV,minimal_corrected,phase2
2022,10,45-59,0.0,RSV,minimal_corrected,phase2
2022,10,60-74,0.0,RSV,minimal_corrected,phase2
2022,10,75-89,0.0,RSV,minimal_corrected,phase2
2022,10,>=90,0.0,RSV,minimal_corrected,phase2
2022,11,<1,16.3265306122449,RSV,minimal_corrected,phase2
2022,11,1-3,7.4074074074074066,RSV,minimal_corrected,phase2
2022,11,4-12,3.75,RSV,minimal_corrected,phase2
2022,11,13-17,,RSV,minimal_corrected,phase2
2022,11,18-44,0.0,RSV,minimal_corrected,phase2
2022,11,45-59,0.0,RSV,minimal_corrected,phase2
2022,11,60-74,0.0,RSV,minimal_corrected,phase2
2022,11,75-89,0.0,RSV,minimal_corrected,phase2
2022,11,>=90,0.0,RSV,minimal_corrected,phase2
2022,12,<1,16.39344262295082,RSV,minimal_corrected,phase2
2022,12,1-3,26.923076923076923,RSV,minimal_corrected,phase2
2022,12,4-12,11.76470588235294,RSV,minimal_corrected,phase2
2022,12,13-17,,RSV,minimal_corrected,phase2
2022,12,18-44,0.0,RSV,minimal_corrected,phase2
2022,12,45-59,2.272727272727273,RSV,minimal_corrected,phase2
2022,12,60-74,0.0,RSV,minimal_corrected,phase2
2022,12,75-89,0.9009009009009008,RSV,minimal_corrected,phase2
2022,12,>=90,0.0,RSV,minimal_corrected,phase2
2023,1,<1,2.5316455696202533,RSV,minimal_corrected,phase2
2023,1,1-3,3.125,RSV,minimal_corrected,phase2
2023,1,4-12,0.0,RSV,minimal_corrected,phase2
2023,1,13-17,,RSV,minimal_corrected,phase2
2023,1,18-44,0.0,RSV,minimal_corrected,phase2
2023,1,45-59,0.0,RSV,minimal_corrected,phase2
2023,1,60-74,0.0,RSV,minimal_corrected,phase2
2023,1,75-89,0.0,RSV,minimal_corrected,phase2
2023,1,>=90,0.0,RSV,minimal_corrected,phase2
2023,2,<1,3.571428571428571,RSV,minimal_corrected,phase2
2023,2,1-3,6.0606060606060606,RSV,minimal_corrected,phase2
2023,2,4-12,0.0,RSV,minimal_corrected,phase2
2023,2,13-17,,RSV,minimal_corrected,phase2
2023,2,18-44,0.0,RSV,minimal_corrected,phase2
2023,2,45-59,0.0,RSV,minimal_corrected,phase2
2023,2,60-74,0.0,RSV,minimal_corrected,phase2
2023,2,75-89,0.0,RSV,minimal_corrected,phase2
2023,2,>=90,0.0,RSV,minimal_corrected,phase2
2023,3,<1,3.278688524590164,RSV,minimal_corrected,phase2
2023,3,1-3,4.3478260869565215,RSV,minimal_corrected,phase2
2023,3,4-12,1.2121212121212122,RSV,minimal_corrected,phase2
2023,3,13-17,0.0,RSV,minimal_corrected,phase2
2023,3,18-44,0.0,RSV,minimal_corrected,phase2
2023,3,45-59,0.0,RSV,minimal_corrected,phase2
2023,3,60-74,0.0,RSV,minimal_corrected,phase2
2023,3,75-89,0.0,RSV,minimal_corrected,phase2
2023,3,>=90,0.0,RSV,minimal_corrected,phase2
2023,4,<1,15.0,RSV,minimal_corrected,phase2
2023,4,1-3,14.285714285714285,RSV,minimal_corrected,phase2
2023,4,4-12,2.941176470588235,RSV,minimal_corrected,phase2
2023,4,13-17,0.0,RSV,minimal_corrected,phase2
2023,4,18-44,0.0,RSV,minimal_corrected,phase2
2023,4,45-59,0.6535947712418301,RSV,minimal_corrected,phase2
2023,4,60-74,0.0,RSV,minimal_corrected,phase2
2023,4,75-89,0.0,RSV,minimal_corrected,phase2
2023,4,>=90,0.0,RSV,minimal_corrected,phase2
2023,5,<1,23.684210526315788,RSV,minimal_corrected,phase2
2023,5,1-3,32.64248704663213,RSV,minimal_corrected,phase2
2023,5,4-12,10.2803738317757,RSV,minimal_corrected,phase2
2023,5,13-17,0.0,RSV,minimal_corrected,phase2
2023,5,18-44,0.33003300330033,RSV,minimal_corrected,phase2
2023,5,45-59,0.0,RSV,minimal_corrected,phase2
2023,5,60-74,0.6622516556291391,RSV,minimal_corrected,phase2
2023,5,75-89,0.3891050583657587,RSV,minimal_corrected,phase2
2023,5,>=90,1.7777777777777777,RSV,minimal_corrected,phase2
2023,6,<1,45.0,RSV,minimal_corrected,phase2
2023,6,1-3,46.27450980392157,RSV,minimal_corrected,phase2
2023,6,4-12,20.0,RSV,minimal_corrected,phase2
2023,6,13-17,5.0,RSV,minimal_corrected,phase2
2023,6,18-44,4.761904761904762,RSV,minimal_corrected,phase2
2023,6,45-59,0.9523809523809524,RSV,minimal_corrected,phase2
2023,6,60-74,1.25,RSV,minimal_corrected,phase2
2023,6,75-89,0.0,RSV,minimal_corrected,phase2
2023,6,>=90,3.167420814479638,RSV,minimal_corrected,phase2
2023,7,<1,40.909090909090914,RSV,minimal_corrected,phase2
2023,7,1-3,43.83561643835616,RSV,minimal_corrected,phase2
2023,7,4-12,14.942528735632186,RSV,minimal_corrected,phase2
2023,7,13-17,,RSV,minimal_corrected,phase2
2023,7,18-44,3.7735849056603774,RSV,minimal_corrected,phase2
2023,7,45-59,5.194805194805195,RSV,minimal_corrected,phase2
2023,7,60-74,4.511278195488721,RSV,minimal_corrected,phase2
2023,7,75-89,2.8169014084507045,RSV,minimal_corrected,phase2
2023,7,>=90,1.9900497512437807,RSV,minimal_corrected,phase2
2023,8,<1,45.45454545454545,RSV,minimal_corrected,phase2
2023,8,1-3,31.349206349206348,RSV,minimal_corrected,phase2
2023,8,4-12,5.154639175257731,RSV,minimal_corrected,phase2
2023,8,13-17,4.166666666666666,RSV,minimal_corrected,phase2
2023,8,18-44,1.4705882352941175,RSV,minimal_corrected,phase2
2023,8,45-59,5.714285714285714,RSV,minimal_corrected,phase2
2023,8,60-74,7.43801652892562,RSV,minimal_corrected,phase2
2023,8,75-89,0.7462686567164178,RSV,minimal_corrected,phase2
2023,8,>=90,1.2048192771084338,RSV,minimal_corrected,phase2
2023,9,<1,34.523809523809526,RSV,minimal_corrected,phase2
2023,9,1-3,28.065395095367844,RSV,minimal_corrected,phase2
2023,9,4-12,4.990757855822551,RSV,minimal_corrected,phase2
2023,9,13-17,8.333333333333332,RSV,minimal_corrected,phase2
2023,9,18-44,2.941176470588235,RSV,minimal_corrected,phase2
2023,9,45-59,2.409638554216868,RSV,minimal_corrected,phase2
2023,9,60-74,7.5,RSV,minimal_corrected,phase2
2023,9,75-89,2.564102564102564,RSV,minimal_corrected,phase2
2023,9,>=90,1.8691588785046729,RSV,minimal_corrected,phase2
2023,10,<1,18.0,RSV,minimal_corrected,phase2
2023,10,1-3,11.900532859680284,RSV,minimal_corrected,phase2
2023,10,4-12,2.4879614767255216,RSV,minimal_corrected,phase2
2023,10,13-17,0.0,RSV,minimal_corrected,phase2
2023,10,18-44,0.0,RSV,minimal_corrected,phase2
2023,10,45-59,0.99009900990099,RSV,minimal_corrected,phase2
2023,10,60-74,3.361344537815126,RSV,minimal_corrected,phase2
2023,10,75-89,3.669724770642202,RSV,minimal_corrected,phase2
2023,10,>=90,1.2048192771084338,RSV,minimal_corrected,phase2
2023,11,<1,4.901960784313726,RSV,minimal_corrected,phase2
2023,11,1-3,3.778677462887989,RSV,minimal_corrected,phase2
2023,11,4-12,0.7899461400359067,RSV,minimal_corrected,phase2
2023,11,13-17,0.851063829787234,RSV,minimal_corrected,phase2
2023,11,18-44,0.0,RSV,minimal_corrected,phase2
2023,11,45-59,0.0,RSV,minimal_corrected,phase2
2023,11,60-74,0.4424778761061947,RSV,minimal_corrected,phase2
2023,11,75-89,1.4084507042253522,RSV,minimal_corrected,phase2
2023,11,>=90,0.0,RSV,minimal_corrected,phase2
2023,12,<1,1.9230769230769231,RSV,minimal_corrected,phase2
2023,12,1-3,0.5008347245409015,RSV,minimal_corrected,phase2
2023,12,4-12,0.2752293577981651,RSV,minimal_corrected,phase2
2023,12,13-17,0.0,RSV,minimal_corrected,phase2
2023,12,18-44,0.0,RSV,minimal_corrected,phase2
2023,12,45-59,0.0,RSV,minimal_corrected,phase2
2023,12,60-74,0.7692307692307693,RSV,minimal_corrected,phase2
2023,12,75-89,0.0,RSV,minimal_corrected,phase2
2023,12,>=90,0.0,RSV,minimal_corrected,phase2
2024,1,<1,,RSV,minimal_corrected,phase2
2024,1,1-3,,RSV,minimal_corrected,phase2
2024,1,4-12,,RSV,minimal_corrected,phase2
2024,1,13-17,,RSV,minimal_corrected,phase2
2024,1,18-44,0.0,RSV,minimal_corrected,phase2
2024,1,45-59,0.0,RSV,minimal_corrected,phase2
2024,1,60-74,0.0,RSV,minimal_corrected,phase2
2024,1,75-89,0.0,RSV,minimal_corrected,phase2
2024,1,>=90,0.0,RSV,minimal_corrected,phase2
2024,2,<1,,RSV,minimal_corrected,phase2
2024,2,4-12,,RSV,minimal_corrected,phase2
2024,2,13-17,,RSV,minimal_corrected,phase2
2024,2,18-44,0.0,RSV,minimal_corrected,phase2
2024,2,45-59,0.0,RSV,minimal_corrected,phase2
2024,2,60-74,0.9803921568627452,RSV,minimal_corrected,phase2
2024,2,75-89,0.9259259259259258,RSV,minimal_corrected,phase2
2024,2,>=90,2.197802197802198,RSV,minimal_corrected,phase2
2024,3,<1,15.384615384615383,RSV,minimal_corrected,phase2
2024,3,4-12,,RSV,minimal_corrected,phase2
2024,3,13-17,,RSV,minimal_corrected,phase2
2024,3,18-44,0.0,RSV,minimal_corrected,phase2
2024,3,45-59,0.8403361344537815,RSV,minimal_corrected,phase2
2024,3,60-74,1.1363636363636365,RSV,minimal_corrected,phase2
2024,3,75-89,3.7735849056603774,RSV,minimal_corrected,phase2
2024,3,>=90,1.7391304347826086,RSV,minimal_corrected,phase2
2024,4,<1,,RSV,minimal_corrected,phase2
2024,4,1-3,,RSV,minimal_corrected,phase2
2024,4,4-12,,RSV,minimal_corrected,phase2
2024,4,13-17,,RSV,minimal_corrected,phase2
2024,4,18-44,0.0,RSV,minimal_corrected,phase2
2024,4,45-59,0.0,RSV,minimal_corrected,phase2
2024,4,60-74,1.7341040462427744,RSV,minimal_corrected,phase2
2024,4,75-89,0.9708737864077668,RSV,minimal_corrected,phase2
2024,4,>=90,0.0,RSV,minimal_corrected,phase2
2024,5,<1,,RSV,minimal_corrected,phase2
2024,5,4-12,,RSV,minimal_corrected,phase2
2024,5,13-17,,RSV,minimal_corrected,phase2
2024,5,18-44,0.0,RSV,minimal_corrected,phase2
2024,5,45-59,0.0,RSV,minimal_corrected,phase2
2024,5,60-74,1.36986301369863,RSV,minimal_corrected,phase2
2024,5,75-89,1.0416666666666663,RSV,minimal_corrected,phase2
2024,5,>=90,0.0,RSV,minimal_corrected,phase2
2024,6,<1,9.090909090909092,RSV,minimal_corrected,phase2
2024,6,1-3,,RSV,minimal_corrected,phase2
2024,6,4-12,,RSV,minimal_corrected,phase2
2024,6,13-17,,RSV,minimal_corrected,phase2
2024,6,18-44,0.0,RSV,minimal_corrected,phase2
2024,6,45-59,0.0,RSV,minimal_corrected,phase2
2024,6,60-74,1.020408163265306,RSV,minimal_corrected,phase2
2024,6,75-89,1.2195121951219512,RSV,minimal_corrected,phase2
2024,6,>=90,0.0,RSV,minimal_corrected,phase2
2024,7,<1,,RSV,minimal_corrected,phase2
2024,7,1-3,,RSV,minimal_corrected,phase2
2024,7,4-12,,RSV,minimal_corrected,phase2
2024,7,13-17,,RSV,minimal_corrected,phase2
2024,7,18-44,2.702702702702702,RSV,minimal_corrected,phase2
2024,7,45-59,2.409638554216868,RSV,minimal_corrected,phase2
2024,7,60-74,4.310344827586207,RSV,minimal_corrected,phase2
2024,7,75-89,10.606060606060606,RSV,minimal_corrected,phase2
2024,7,>=90,4.819277108433735,RSV,minimal_corrected,phase2
2024,8,<1,,RSV,minimal_corrected,phase2
2024,8,1-3,,RSV,minimal_corrected,phase2
2024,8,4-12,,RSV,minimal_corrected,phase2
2024,8,18-44,0.0,RSV,minimal_corrected,phase2
2024,8,45-59,0.0,RSV,minimal_corrected,phase2
2024,8,60-74,2.380952380952381,RSV,minimal_corrected,phase2
2024,8,75-89,0.0,RSV,minimal_corrected,phase2
2024,8,>=90,2.857142857142857,RSV,minimal_corrected,phase2
2024,9,<1,,RSV,minimal_corrected,phase2
2024,9,4-12,,RSV,minimal_corrected,phase2
2024,9,13-17,,RSV,minimal_corrected,phase2
2024,9,18-44,0.0,RSV,minimal_corrected,phase2
2024,9,45-59,0.0,RSV,minimal_corrected,phase2
2024,9,60-74,2.985074626865672,RSV,minimal_corrected,phase2
2024,9,75-89,0.0,RSV,minimal_corrected,phase2
2024,9,>=90,1.7543859649122806,RSV,minimal_corrected,phase2
2024,10,<1,,RSV,minimal_corrected,phase2
2024,10,1-3,,RSV,minimal_corrected,phase2
2024,10,4-12,,RSV,minimal_corrected,phase2
2024,10,13-17,,RSV,minimal_corrected,phase2
2024,10,18-44,0.0,RSV,minimal_corrected,phase2
2024,10,45-59,,RSV,minimal_corrected,phase2
2024,10,60-74,5.128205128205128,RSV,minimal_corrected,phase2
2024,10,75-89,2.631578947368421,RSV,minimal_corrected,phase2
2024,10,>=90,2.0,RSV,minimal_corrected,phase2
2024,11,<1,,RSV,minimal_corrected,phase2
2024,11,1-3,,RSV,minimal_corrected,phase2
2024,11,4-12,,RSV,minimal_corrected,phase2
2024,11,13-17,,RSV,minimal_corrected,phase2
2024,11,18-44,,RSV,minimal_corrected,phase2
2024,11,45-59,0.0,RSV,minimal_corrected,phase2
2024,11,60-74,0.0,RSV,minimal_corrected,phase2
2024,11,75-89,0.0,RSV,minimal_corrected,phase2
2024,11,>=90,0.0,RSV,minimal_corrected,phase2
2024,12,<1,,RSV,minimal_corrected,phase2
2024,12,1-3,,RSV,minimal_corrected,phase2
2024,12,4-12,,RSV,minimal_corrected,phase2
2024,12,13-17,,RSV,minimal_corrected,phase2
2024,12,18-44,0.0,RSV,minimal_corrected,phase2
2024,12,45-59,,RSV,minimal_corrected,phase2
2024,12,60-74,0.0,RSV,minimal_corrected,phase2
2024,12,75-89,0.0,RSV,minimal_corrected,phase2
2024,12,>=90,0.0,RSV,minimal_corrected,phase2
2025,1,<1,8.98876404494382,RSV,minimal_corrected,phase2
2025,1,1-3,3.942652329749104,RSV,minimal_corrected,phase2
2025,1,4-12,1.3824884792626728,RSV,minimal_corrected,phase2
2025,1,13-17,0.0,RSV,minimal_corrected,phase2
2025,1,18-44,0.303951367781155,RSV,minimal_corrected,phase2
2025,1,45-59,0.0,RSV,minimal_corrected,phase2
2025,1,60-74,0.0,RSV,minimal_corrected,phase2
2025,1,75-89,0.4739336492890995,RSV,minimal_corrected,phase2
2025,1,>=90,0.0,RSV,minimal_corrected,phase2
2025,2,<1,9.473684210526317,RSV,minimal_corrected,phase2
2025,2,1-3,3.418803418803419,RSV,minimal_corrected,phase2
2025,2,4-12,0.7117437722419928,RSV,minimal_corrected,phase2
2025,2,13-17,0.0,RSV,minimal_corrected,phase2
2025,2,18-44,0.3875968992248062,RSV,minimal_corrected,phase2
2025,2,45-59,0.3533568904593639,RSV,minimal_corrected,phase2
2025,2,60-74,0.4987531172069825,RSV,minimal_corrected,phase2
2025,2,75-89,0.0,RSV,minimal_corrected,phase2
2025,2,>=90,0.0,RSV,minimal_corrected,phase2
2025,3,<1,11.76470588235294,RSV,minimal_corrected,phase2
2025,3,1-3,10.644257703081232,RSV,minimal_corrected,phase2
2025,3,4-12,3.71900826446281,RSV,minimal_corrected,phase2
2025,3,13-17,0.0,RSV,minimal_corrected,phase2
2025,3,18-44,1.4563106796116505,RSV,minimal_corrected,phase2
2025,3,45-59,0.425531914893617,RSV,minimal_corrected,phase2
2025,3,60-74,1.146131805157593,RSV,minimal_corrected,phase2
2025,3,75-89,0.4310344827586206,RSV,minimal_corrected,phase2
2025,3,>=90,0.0,RSV,minimal_corrected,phase2
2025,4,<1,11.643835616438356,RSV,minimal_corrected,phase2
2025,4,1-3,11.616161616161616,RSV,minimal_corrected,phase2
2025,4,4-12,1.627906976744186,RSV,minimal_corrected,phase2
2025,4,13-17,0.0,RSV,minimal_corrected,phase2
2025,4,18-44,1.0101010101010102,RSV,minimal_corrected,phase2
2025,4,45-59,0.0,RSV,minimal_corrected,phase2
2025,4,60-74,1.3227513227513228,RSV,minimal_corrected,phase2
2025,4,75-89,0.6329113924050633,RSV,minimal_corrected,phase2
2025,4,>=90,0.0,RSV,minimal_corrected,phase2
2025,5,<1,12.903225806451612,RSV,minimal_corrected,phase2
2025,5,1-3,16.94915254237288,RSV,minimal_corrected,phase2
2025,5,4-12,4.829545454545454,RSV,minimal_corrected,phase2
2025,5,13-17,0.0,RSV,minimal_corrected,phase2
2025,5,18-44,0.9433962264150944,RSV,minimal_corrected,phase2
2025,5,45-59,0.0,RSV,minimal_corrected,phase2
2025,5,60-74,1.3477088948787064,RSV,minimal_corrected,phase2
2025,5,75-89,0.0,RSV,minimal_corrected,phase2
2025,5,>=90,0.0,RSV,minimal_corrected,phase2
2025,6,<1,23.75,RSV,minimal_corrected,phase2
2025,6,1-3,24.489795918367346,RSV,minimal_corrected,phase2
2025,6,4-12,12.947658402203857,RSV,minimal_corrected,phase2
2025,6,13-17,4.444444444444445,RSV,minimal_corrected,phase2
2025,6,18-44,1.098901098901099,RSV,minimal_corrected,phase2
2025,6,45-59,0.0,RSV,minimal_corrected,phase2
2025,6,60-74,0.2967359050445104,RSV,minimal_corrected,phase2
2025,6,75-89,0.0,RSV,minimal_corrected,phase2
2025,6,>=90,1.5151515151515151,RSV,minimal_corrected,phase2
2025,7,<1,42.25352112676056,RSV,minimal_corrected,phase2
2025,7,1-3,53.453453453453456,RSV,minimal_corrected,phase2
2025,7,4-12,27.004219409282697,RSV,minimal_corrected,phase2
2025,7,13-17,10.714285714285714,RSV,minimal_corrected,phase2
2025,7,18-44,3.7593984962406015,RSV,minimal_corrected,phase2
2025,7,45-59,3.0303030303030303,RSV,minimal_corrected,phase2
2025,7,60-74,5.298013245033113,RSV,minimal_corrected,phase2
2025,7,75-89,1.342281879194631,RSV,minimal_corrected,phase2
2025,7,>=90,0.0,RSV,minimal_corrected,phase2
2025,8,<1,52.98507462686567,RSV,minimal_corrected,phase2
2025,8,1-3,42.56198347107439,RSV,minimal_corrected,phase2
2025,8,4-12,13.861386138613865,RSV,minimal_corrected,phase2
2025,8,13-17,,RSV,minimal_corrected,phase2
2025,8,18-44,4.918032786885246,RSV,minimal_corrected,phase2
2025,8,45-59,6.122448979591836,RSV,minimal_corrected,phase2
2025,8,60-74,5.555555555555555,RSV,minimal_corrected,phase2
2025,8,75-89,6.0344827586206895,RSV,minimal_corrected,phase2
2025,8,>=90,1.9230769230769231,RSV,minimal_corrected,phase2
2025,9,<1,46.0,RSV,minimal_corrected,phase2
2025,9,1-3,47.386759581881535,RSV,minimal_corrected,phase2
2025,9,4-12,15.22633744855967,RSV,minimal_corrected,phase2
2025,9,13-17,,RSV,minimal_corrected,phase2
2025,9,18-44,5.147058823529411,RSV,minimal_corrected,phase2
2025,9,45-59,2.73972602739726,RSV,minimal_corrected,phase2
2025,9,60-74,10.619469026548671,RSV,minimal_corrected,phase2
2025,9,75-89,10.852713178294572,RSV,minimal_corrected,phase2
2025,9,>=90,11.666666666666666,RSV,minimal_corrected,phase2
2025,10,<1,54.80769230769232,RSV,minimal_corrected,phase2
2025,10,1-3,41.02564102564102,RSV,minimal_corrected,phase2
2025,10,4-12,13.620071684587815,RSV,minimal_corrected,phase2
2025,10,13-17,5.88235294117647,RSV,minimal_corrected,phase2
2025,10,18-44,5.161290322580645,RSV,minimal_corrected,phase2
2025,10,45-59,2.4390243902439024,RSV,minimal_corrected,phase2
2025,10,60-74,3.982300884955752,RSV,minimal_corrected,phase2
2025,10,75-89,3.4782608695652173,RSV,minimal_corrected,phase2
2025,10,>=90,10.909090909090908,RSV,minimal_corrected,phase2
2025,11,<1,21.333333333333336,RSV,minimal_corrected,phase2
2025,11,1-3,9.7165991902834,RSV,minimal_corrected,phase2
2025,11,4-12,3.579952267303103,RSV,minimal_corrected,phase2
2025,11,13-17,0.9803921568627452,RSV,minimal_corrected,phase2
2025,11,18-44,0.0,RSV,minimal_corrected,phase2
2025,11,45-59,1.0810810810810811,RSV,minimal_corrected,phase2
2025,11,60-74,0.7462686567164178,RSV,minimal_corrected,phase2
2025,11,75-89,1.4925373134328357,RSV,minimal_corrected,phase2
2025,11,>=90,3.8461538461538463,RSV,minimal_corrected,phase2
2019,2,<1,,ADV,minimal_corrected,phase2
2019,2,1-3,,ADV,minimal_corrected,phase2
2019,2,18-44,,ADV,minimal_corrected,phase2
2019,2,45-59,,ADV,minimal_corrected,phase2
2019,2,60-74,,ADV,minimal_corrected,phase2
2019,3,<1,0.0,ADV,minimal_corrected,phase2
2019,3,1-3,17.857142857142858,ADV,minimal_corrected,phase2
2019,3,4-12,4.0,ADV,minimal_corrected,phase2
2019,3,13-17,,ADV,minimal_corrected,phase2
2019,3,18-44,,ADV,minimal_corrected,phase2
2019,3,45-59,,ADV,minimal_corrected,phase2
2019,3,60-74,,ADV,minimal_corrected,phase2
2019,3,75-89,,ADV,minimal_corrected,phase2
2019,4,<1,21.568627450980397,ADV,minimal_corrected,phase2
2019,4,1-3,32.78688524590164,ADV,minimal_corrected,phase2
2019,4,4-12,10.16949152542373,ADV,minimal_corrected,phase2
2019,4,13-17,,ADV,minimal_corrected,phase2
2019,4,18-44,,ADV,minimal_corrected,phase2
2019,4,45-59,,ADV,minimal_corrected,phase2
2019,4,60-74,,ADV,minimal_corrected,phase2
2019,4,75-89,0.0,ADV,minimal_corrected,phase2
2019,4,>=90,,ADV,minimal_corrected,phase2
2019,5,<1,38.63636363636363,ADV,minimal_corrected,phase2
2019,5,1-3,47.82608695652174,ADV,minimal_corrected,phase2
2019,5,4-12,27.659574468085108,ADV,minimal_corrected,phase2
2019,5,13-17,,ADV,minimal_corrected,phase2
2019,5,18-44,,ADV,minimal_corrected,phase2
2019,5,45-59,,ADV,minimal_corrected,phase2
2019,5,60-74,,ADV,minimal_corrected,phase2
2019,5,75-89,,ADV,minimal_corrected,phase2
2019,5,>=90,,ADV,minimal_corrected,phase2
2019,6,<1,13.114754098360656,ADV,minimal_corrected,phase2
2019,6,1-3,38.88888888888889,ADV,minimal_corrected,phase2
2019,6,4-12,26.05042016806723,ADV,minimal_corrected,phase2
2019,6,13-17,,ADV,minimal_corrected,phase2
2019,6,18-44,,ADV,minimal_corrected,phase2
2019,6,45-59,,ADV,minimal_corrected,phase2
2019,6,60-74,,ADV,minimal_corrected,phase2
2019,6,75-89,3.225806451612903,ADV,minimal_corrected,phase2
2019,6,>=90,,ADV,minimal_corrected,phase2
2019,7,<1,12.941176470588236,ADV,minimal_corrected,phase2
2019,7,1-3,45.0,ADV,minimal_corrected,phase2
2019,7,4-12,32.88590604026846,ADV,minimal_corrected,phase2
2019,7,13-17,,ADV,minimal_corrected,phase2
2019,7,18-44,,ADV,minimal_corrected,phase2
2019,7,45-59,,ADV,minimal_corrected,phase2
2019,7,60-74,,ADV,minimal_corrected,phase2
2019,7,75-89,0.0,ADV,minimal_corrected,phase2
2019,7,>=90,,ADV,minimal_corrected,phase2
2019,8,<1,13.095238095238097,ADV,minimal_corrected,phase2
2019,8,1-3,36.79245283018868,ADV,minimal_corrected,phase2
2019,8,4-12,32.417582417582416,ADV,minimal_corrected,phase2
2019,8,13-17,,ADV,minimal_corrected,phase2
2019,8,18-44,,ADV,minimal_corrected,phase2
2019,8,45-59,,ADV,minimal_corrected,phase2
2019,8,60-74,9.090909090909092,ADV,minimal_corrected,phase2
2019,8,75-89,,ADV,minimal_corrected,phase2
2019,8,>=90,,ADV,minimal_corrected,phase2
2019,9,<1,8.333333333333332,ADV,minimal_corrected,phase2
2019,9,1-3,19.54022988505747,ADV,minimal_corrected,phase2
2019,9,4-12,11.29032258064516,ADV,minimal_corrected,phase2
2019,9,13-17,,ADV,minimal_corrected,phase2
2019,9,18-44,,ADV,minimal_corrected,phase2
2019,9,45-59,,ADV,minimal_corrected,phase2
2019,9,60-74,,ADV,minimal_corrected,phase2
2019,9,75-89,0.0,ADV,minimal_corrected,phase2
2019,9,>=90,,ADV,minimal_corrected,phase2
2019,10,<1,8.955223880597014,ADV,minimal_corrected,phase2
2019,10,1-3,7.6923076923076925,ADV,minimal_corrected,phase2
2019,10,4-12,6.896551724137931,ADV,minimal_corrected,phase2
2019,10,13-17,,ADV,minimal_corrected,phase2
2019,10,18-44,,ADV,minimal_corrected,phase2
2019,10,45-59,,ADV,minimal_corrected,phase2
2019,10,60-74,,ADV,minimal_corrected,phase2
2019,10,75-89,,ADV,minimal_corrected,phase2
2019,10,>=90,,ADV,minimal_corrected,phase2
2019,11,<1,10.666666666666668,ADV,minimal_corrected,phase2
2019,11,1-3,7.476635514018691,ADV,minimal_corrected,phase2
2019,11,4-12,10.843373493975903,ADV,minimal_corrected,phase2
2019,11,13-17,,ADV,minimal_corrected,phase2
2019,11,18-44,,ADV,minimal_corrected,phase2
2019,11,45-59,0.0,ADV,minimal_corrected,phase2
2019,11,60-74,3.571428571428571,ADV,minimal_corrected,phase2
2019,11,75-89,3.225806451612903,ADV,minimal_corrected,phase2
2019,11,>=90,,ADV,minimal_corrected,phase2
2019,12,<1,7.6923076923076925,ADV,minimal_corrected,phase2
2019,12,1-3,9.701492537313433,ADV,minimal_corrected,phase2
2019,12,4-12,9.230769230769232,ADV,minimal_corrected,phase2
2019,12,13-17,,ADV,minimal_corrected,phase2
2019,12,18-44,,ADV,minimal_corrected,phase2
2019,12,45-59,,ADV,minimal_corrected,phase2
2019,12,60-74,0.0,ADV,minimal_corrected,phase2
2019,12,75-89,0.0,ADV,minimal_corrected,phase2
2019,12,>=90,,ADV,minimal_corrected,phase2
2020,1,<1,3.8461538461538463,ADV,minimal_corrected,phase2
2020,1,1-3,8.695652173913043,ADV,minimal_corrected,phase2
2020,1,4-12,13.47517730496454,ADV,minimal_corrected,phase2
2020,1,13-17,,ADV,minimal_corrected,phase2
2020,1,18-44,0.0,ADV,minimal_corrected,phase2
2020,1,45-59,3.7037037037037033,ADV,minimal_corrected,phase2
2020,1,60-74,1.3157894736842104,ADV,minimal_corrected,phase2
2020,1,75-89,0.0,ADV,minimal_corrected,phase2
2020,1,>=90,0.0,ADV,minimal_corrected,phase2
2020,2,<1,0.0,ADV,minimal_corrected,phase2
2020,2,1-3,7.352941176470589,ADV,minimal_corrected,phase2
2020,2,4-12,3.278688524590164,ADV,minimal_corrected,phase2
2020,2,13-17,,ADV,minimal_corrected,phase2
2020,2,18-44,1.818181818181818,ADV,minimal_corrected,phase2
2020,2,45-59,0.0,ADV,minimal_corrected,phase2
2020,2,60-74,0.0,ADV,minimal_corrected,phase2
2020,2,75-89,0.6944444444444444,ADV,minimal_corrected,phase2
2020,2,>=90,0.0,ADV,minimal_corrected,phase2
2020,3,<1,0.0,ADV,minimal_corrected,phase2
2020,3,1-3,2.1739130434782608,ADV,minimal_corrected,phase2
2020,3,4-12,3.7735849056603774,ADV,minimal_corrected,phase2
2020,3,13-17,,ADV,minimal_corrected,phase2
2020,3,18-44,1.0309278350515465,ADV,minimal_corrected,phase2
2020,3,45-59,0.0,ADV,minimal_corrected,phase2
2020,3,60-74,1.6666666666666667,ADV,minimal_corrected,phase2
2020,3,75-89,0.0,ADV,minimal_corrected,phase2
2020,3,>=90,0.0,ADV,minimal_corrected,phase2
2020,4,<1,0.0,ADV,minimal_corrected,phase2
2020,4,1-3,0.0,ADV,minimal_corrected,phase2
2020,4,4-12,2.857142857142857,ADV,minimal_corrected,phase2
2020,4,13-17,,ADV,minimal_corrected,phase2
2020,4,18-44,0.0,ADV,minimal_corrected,phase2
2020,4,45-59,0.0,ADV,minimal_corrected,phase2
2020,4,60-74,0.0,ADV,minimal_corrected,phase2
2020,4,75-89,0.0,ADV,minimal_corrected,phase2
