Age_Group,codetection_rate_pct,branch
<1,8.046218487394958,minimal_corrected
1-3,14.492886645250111,minimal_corrected
4-12,21.475019825535288,minimal_corrected
13-17,16.32540121748755,minimal_corrected
18-44,4.349326889886089,minimal_corrected
45-59,1.5459284558691353,minimal_corrected
60-74,1.1592858798979828,minimal_corrected
75-89,0.6773232186399349,minimal_corrected
>=90,0.2649445272396092,minimal_corrected
