branch,period,age_group,virus,environment,n_months,rho_display,q_period,fdr05_period,status
minimal_corrected,2023-2025,<1,RSV,CO,25,-0.6492307692307692,0.0107567101574658,True,computed
minimal_corrected,2023-2025,<1,RSV,AQI,25,-0.3661538461538461,0.3174199010163608,False,computed
minimal_corrected,2023-2025,<1,ADV,windlevel,24,0.1663858752254553,0.6993251851923117,False,computed
minimal_corrected,2023-2025,<1,ADV,temp,24,-0.3072416426120842,0.4230830242258728,False,computed
minimal_corrected,2023-2025,<1,ADV,humi,24,-0.3310110533585778,0.3955992253968109,False,computed
minimal_corrected,2023-2025,<1,ADV,PM2.5,25,0.2216305520376572,0.5926491429826425,False,computed
minimal_corrected,2023-2025,<1,ADV,PM10,25,0.1913021607061883,0.663409762959358,False,computed
minimal_corrected,2023-2025,<1,ADV,NO2,25,0.1536156286149109,0.7089421063189942,False,computed
minimal_corrected,2023-2025,<1,ADV,SO2,25,0.101114084657916,0.8160376743488169,False,computed
minimal_corrected,2023-2025,<1,ADV,O3,25,0.015553021195625,0.9593033456766008,False,computed
minimal_corrected,2023-2025,<1,ADV,CO,25,0.1671949778529694,0.6993251851923117,False,computed
minimal_corrected,2023-2025,<1,ADV,AQI,25,0.1049828930704692,0.8081117567242956,False,computed
minimal_corrected,2023-2025,<1,PIV,windlevel,11,-0.2293674510679917,0.7275145556414094,False,computed_exploratory
minimal_corrected,2023-2025,<1,PIV,temp,11,0.642228862990377,0.2078542974264027,False,computed_exploratory
minimal_corrected,2023-2025,<1,PIV,humi,11,0.4312108080078246,0.4770469028728186,False,computed_exploratory
minimal_corrected,2023-2025,<1,PIV,PM2.5,11,-0.6147047688622179,0.2437188453311555,False,computed_exploratory
minimal_corrected,2023-2025,<1,PIV,PM10,11,-0.6238794669049377,0.2313409016371949,False,computed_exploratory
minimal_corrected,2023-2025,<1,PIV,NO2,11,-0.6330541649476574,0.2193289283445385,False,computed_exploratory
minimal_corrected,2023-2025,<1,PIV,SO2,11,-0.7523252395030131,0.0842032519323972,False,computed_exploratory
minimal_corrected,2023-2025,<1,PIV,O3,11,-0.4220361099651049,0.4879078048655602,False,computed_exploratory
minimal_corrected,2023-2025,<1,PIV,CO,11,-0.3027650354097492,0.6650507429310757,False,computed_exploratory
minimal_corrected,2023-2025,<1,PIV,AQI,11,-0.532132486477741,0.3644959297318332,False,computed_exploratory
minimal_corrected,2023-2025,<1,HRV,windlevel,24,-0.2582608695652174,0.5281634453088183,False,computed
minimal_corrected,2023-2025,<1,HRV,temp,24,-0.0556521739130434,0.8967541590418192,False,computed
minimal_corrected,2023-2025,<1,HRV,humi,24,-0.1826086956521739,0.6809695448617374,False,computed
minimal_corrected,2023-2025,<1,HRV,PM2.5,25,0.093076923076923,0.8279472288999792,False,computed
minimal_corrected,2023-2025,<1,HRV,PM10,25,0.1792307692307692,0.6809695448617374,False,computed
minimal_corrected,2023-2025,<1,HRV,NO2,25,0.0300057708955039,0.9375793888162334,False,computed
minimal_corrected,2023-2025,<1,HRV,SO2,25,0.1619542249616305,0.6993251851923117,False,computed
minimal_corrected,2023-2025,<1,HRV,O3,25,0.5146153846153847,0.090678014249549,False,computed
minimal_corrected,2023-2025,<1,HRV,CO,25,-0.0561538461538461,0.8963100604393323,False,computed
minimal_corrected,2023-2025,<1,HRV,AQI,25,0.4007692307692307,0.245690167395706,False,computed
minimal_corrected,2023-2025,<1,MP,windlevel,24,0.4078641508180167,0.245690167395706,False,computed
minimal_corrected,2023-2025,<1,MP,temp,24,0.1598268513912142,0.7089421063189942,False,computed
minimal_corrected,2023-2025,<1,MP,humi,24,-0.1161583127597349,0.794233493916603,False,computed
minimal_corrected,2023-2025,<1,MP,PM2.5,25,-0.0316604676479602,0.93576529099333,False,computed
minimal_corrected,2023-2025,<1,MP,PM10,25,-0.0185329566719767,0.95319537930601,False,computed
minimal_corrected,2023-2025,<1,MP,NO2,25,-0.1996537861391553,0.644255202391019,False,computed
minimal_corrected,2023-2025,<1,MP,SO2,25,0.054451032583406,0.8967541590418192,False,computed
minimal_corrected,2023-2025,<1,MP,O3,25,-0.2857164153596412,0.4426934445380481,False,computed
minimal_corrected,2023-2025,<1,MP,CO,25,-0.1104255335038613,0.7980485298915002,False,computed
minimal_corrected,2023-2025,<1,MP,AQI,25,-0.3745201660795297,0.3004968479537236,False,computed
minimal_corrected,2023-2025,<1,HMPV,windlevel,11,-0.4632862466569274,0.4321462322055857,False,computed_exploratory
minimal_corrected,2023-2025,<1,HMPV,temp,11,0.0947630959070987,0.8944076258833885,False,computed_exploratory
minimal_corrected,2023-2025,<1,HMPV,humi,11,0.4211693151426612,0.4879078048655602,False,computed_exploratory
minimal_corrected,2023-2025,<1,HMPV,PM2.5,11,-0.0947630959070987,0.8944076258833885,False,computed_exploratory
minimal_corrected,2023-2025,<1,HMPV,PM10,11,-0.0526461643928326,0.935386464317948,False,computed_exploratory
minimal_corrected,2023-2025,<1,HMPV,NO2,11,-0.1368800274213649,0.8439986098773004,False,computed_exploratory
minimal_corrected,2023-2025,<1,HMPV,SO2,11,-0.2737600548427298,0.6993251851923117,False,computed_exploratory
minimal_corrected,2023-2025,<1,HMPV,O3,11,-0.2737600548427298,0.6993251851923117,False,computed_exploratory
minimal_corrected,2023-2025,<1,HMPV,CO,11,0.0737046301499657,0.90867262612979,False,computed_exploratory
minimal_corrected,2023-2025,<1,HMPV,AQI,11,-0.0421169315142661,0.945471759194224,False,computed_exploratory
minimal_corrected,2023-2025,<1,HBOV,windlevel,11,-0.2696799449852968,0.6993251851923117,False,computed_exploratory
minimal_corrected,2023-2025,<1,HBOV,temp,11,-0.0943879807448539,0.8944076258833885,False,computed_exploratory
minimal_corrected,2023-2025,<1,HBOV,humi,11,0.1213559752433835,0.8643965889453732,False,computed_exploratory
minimal_corrected,2023-2025,<1,HBOV,PM2.5,11,-0.1752919642404429,0.8000351412840474,False,computed_exploratory
minimal_corrected,2023-2025,<1,HBOV,PM10,11,-0.2427119504867671,0.7102180929241748,False,computed_exploratory
minimal_corrected,2023-2025,<1,HBOV,NO2,11,-0.1887759614897078,0.7885647137078136,False,computed_exploratory
minimal_corrected,2023-2025,<1,HBOV,SO2,11,0.0404519917477945,0.945471759194224,False,computed_exploratory
minimal_corrected,2023-2025,<1,HBOV,O3,11,-0.3775519229794156,0.5543928627920295,False,computed_exploratory
minimal_corrected,2023-2025,<1,HBOV,CO,11,0.256195947736032,0.7015319873024235,False,computed_exploratory
minimal_corrected,2023-2025,<1,HBOV,AQI,11,-0.2292279532375023,0.7275145556414094,False,computed_exploratory
minimal_corrected,2023-2025,1-3,FluA,windlevel,22,0.383399209486166,0.3332193527250359,False,computed
minimal_corrected,2023-2025,1-3,FluA,temp,22,-0.4850367024280069,0.1692814815603383,False,computed
minimal_corrected,2023-2025,1-3,FluA,humi,22,-0.6352343308865049,0.0264228072473658,True,computed
minimal_corrected,2023-2025,1-3,FluA,PM2.5,23,0.5424901185770752,0.0842032519323972,False,computed
minimal_corrected,2023-2025,1-3,FluA,PM10,23,0.458498023715415,0.1969725612784625,False,computed
minimal_corrected,2023-2025,1-3,FluA,NO2,23,0.3607610685869582,0.3644959297318332,False,computed
minimal_corrected,2023-2025,1-3,FluA,SO2,23,0.3152952900801087,0.4230830242258728,False,computed
minimal_corrected,2023-2025,1-3,FluA,O3,23,0.3517786561264822,0.3722232043997057,False,computed
minimal_corrected,2023-2025,1-3,FluA,CO,23,0.4071146245059288,0.2625200307046609,False,computed
minimal_corrected,2023-2025,1-3,FluA,AQI,23,0.4219367588932806,0.2437188453311555,False,computed
minimal_corrected,2023-2025,1-3,FluB,windlevel,22,0.1550664854591643,0.7262178953105608,False,computed
minimal_corrected,2023-2025,1-3,FluB,temp,22,0.2914284532170287,0.4781719762609006,False,computed
minimal_corrected,2023-2025,1-3,FluB,humi,22,0.0790416715764611,0.8643965889453732,False,computed
minimal_corrected,2023-2025,1-3,FluB,PM2.5,23,-0.3778449976366362,0.3270362720520008,False,computed
minimal_corrected,2023-2025,1-3,FluB,PM10,23,-0.3820316458098953,0.3174199010163608,False,computed
minimal_corrected,2023-2025,1-3,FluB,NO2,23,-0.4203386618221974,0.2437188453311555,False,computed
minimal_corrected,2023-2025,1-3,FluB,SO2,23,-0.0136099691250026,0.965711581953992,False,computed
minimal_corrected,2023-2025,1-3,FluB,O3,23,-0.081639639378553,0.8573344320667152,False,computed
minimal_corrected,2023-2025,1-3,FluB,CO,23,-0.0701263569020903,0.8789900427705789,False,computed
minimal_corrected,2023-2025,1-3,FluB,AQI,23,-0.2375922838324555,0.5797158329930752,False,computed
minimal_corrected,2023-2025,1-3,RSV,windlevel,22,-0.3190287972896669,0.4279826483307287,False,computed
minimal_corrected,2023-2025,1-3,RSV,temp,22,0.9028797289666856,7.003254348455283e-06,True,computed
minimal_corrected,2023-2025,1-3,RSV,humi,22,0.8418972332015812,0.0001172028507455,True,computed
minimal_corrected,2023-2025,1-3,RSV,PM2.5,23,-0.790513833992095,0.0006212599340503,True,computed
minimal_corrected,2023-2025,1-3,RSV,PM10,23,-0.7351778656126482,0.0029169491920199,True,computed
minimal_corrected,2023-2025,1-3,RSV,NO2,23,-0.7516679250969363,0.0018457012413428,True,computed
minimal_corrected,2023-2025,1-3,RSV,SO2,23,-0.467012616184487,0.183187220927053,False,computed
minimal_corrected,2023-2025,1-3,RSV,O3,23,-0.1561264822134387,0.7111687100749914,False,computed
minimal_corrected,2023-2025,1-3,RSV,CO,23,-0.7697628458498025,0.0010500404866947,True,computed
minimal_corrected,2023-2025,1-3,RSV,AQI,23,-0.4140316205533597,0.2497937090601787,False,computed
minimal_corrected,2023-2025,1-3,ADV,windlevel,22,0.497459062676454,0.1518060690727364,False,computed
minimal_corrected,2023-2025,1-3,ADV,temp,22,-0.6002258610954264,0.0510888682457728,False,computed
minimal_corrected,2023-2025,1-3,ADV,humi,22,-0.5776397515527951,0.0672747952202676,False,computed
minimal_corrected,2023-2025,1-3,ADV,PM2.5,23,0.3922924901185771,0.2993999752310511,False,computed
minimal_corrected,2023-2025,1-3,ADV,PM10,23,0.3784584980237154,0.3266335102670436,False,computed
minimal_corrected,2023-2025,1-3,ADV,NO2,23,0.3325920536424971,0.4044101623304081,False,computed
minimal_corrected,2023-2025,1-3,ADV,SO2,23,0.0593031893567602,0.8961439288329198,False,computed
minimal_corrected,2023-2025,1-3,ADV,O3,23,-0.0494071146245059,0.90867262612979,False,computed
minimal_corrected,2023-2025,1-3,ADV,CO,23,0.575098814229249,0.0602546806168746,False,computed
minimal_corrected,2023-2025,1-3,ADV,AQI,23,0.116600790513834,0.7969145485182288,False,computed
minimal_corrected,2023-2025,1-3,PIV,windlevel,6,-0.819688599970537,0.2437188453311555,False,computed_exploratory
minimal_corrected,2023-2025,1-3,PIV,temp,6,0.819688599970537,0.2437188453311555,False,computed_exploratory
minimal_corrected,2023-2025,1-3,PIV,humi,6,0.3946648814672956,0.6993251851923117,False,computed_exploratory
minimal_corrected,2023-2025,1-3,PIV,PM2.5,6,-0.5768179036829705,0.5281634453088183,False,computed_exploratory
minimal_corrected,2023-2025,1-3,PIV,PM10,6,-0.3946648814672956,0.6993251851923117,False,computed_exploratory
minimal_corrected,2023-2025,1-3,PIV,NO2,6,-0.6982532518267538,0.4044101623304081,False,computed_exploratory
minimal_corrected,2023-2025,1-3,PIV,SO2,6,-0.5768179036829705,0.5281634453088183,False,computed_exploratory
minimal_corrected,2023-2025,1-3,PIV,O3,6,-0.2125118592516207,0.8429844922017168,False,computed_exploratory
minimal_corrected,2023-2025,1-3,PIV,CO,6,-0.8804062740424288,0.1606701312443789,False,computed_exploratory
minimal_corrected,2023-2025,1-3,PIV,AQI,6,-0.3946648814672956,0.6993251851923117,False,computed_exploratory
minimal_corrected,2023-2025,1-3,HRV,windlevel,22,-0.2636928289102203,0.5329223215625605,False,computed
minimal_corrected,2023-2025,1-3,HRV,temp,22,0.041219649915302,0.924204679272731,False,computed
minimal_corrected,2023-2025,1-3,HRV,humi,22,-0.2151326933935629,0.6433660390656797,False,computed
minimal_corrected,2023-2025,1-3,HRV,PM2.5,23,0.1541501976284585,0.7181197340588134,False,computed
minimal_corrected,2023-2025,1-3,HRV,PM10,23,0.3152173913043478,0.4230830242258728,False,computed
minimal_corrected,2023-2025,1-3,HRV,NO2,23,0.0993328421725734,0.8229581446868895,False,computed
minimal_corrected,2023-2025,1-3,HRV,SO2,23,0.367185580767274,0.3491705605392168,False,computed
minimal_corrected,2023-2025,1-3,HRV,O3,23,0.7015810276679841,0.0062081552961929,True,computed
minimal_corrected,2023-2025,1-3,HRV,CO,23,-0.0741106719367588,0.8710058502052332,False,computed
minimal_corrected,2023-2025,1-3,HRV,AQI,23,0.5632411067193676,0.0672747952202676,False,computed
minimal_corrected,2023-2025,1-3,MP,windlevel,22,0.3935629587803502,0.3154335993454835,False,computed
minimal_corrected,2023-2025,1-3,MP,temp,22,-0.067193675889328,0.8911361026167817,False,computed
minimal_corrected,2023-2025,1-3,MP,humi,22,-0.2399774138904574,0.5868335419706977,False,computed
minimal_corrected,2023-2025,1-3,MP,PM2.5,23,0.1022980016404114,0.8201715256105678,False,computed
minimal_corrected,2023-2025,1-3,MP,PM10,23,0.0785767258977073,0.8643965889453732,False,computed
minimal_corrected,2023-2025,1-3,MP,NO2,23,-0.2165101334651507,0.6260722620453645,False,computed
minimal_corrected,2023-2025,1-3,MP,SO2,23,0.0296589223924864,0.938876972046491,False,computed
minimal_corrected,2023-2025,1-3,MP,O3,23,-0.3573017158744805,0.3672819200397512,False,computed
minimal_corrected,2023-2025,1-3,MP,CO,23,-0.2248579263110493,0.6101158200690326,False,computed
minimal_corrected,2023-2025,1-3,MP,AQI,23,-0.455151978313135,0.2025670080193696,False,computed
minimal_corrected,2023-2025,1-3,HMPV,windlevel,6,-0.8451542547285165,0.2078542974264027,False,computed_exploratory
minimal_corrected,2023-2025,1-3,HMPV,temp,6,0.8451542547285165,0.2078542974264027,False,computed_exploratory
minimal_corrected,2023-2025,1-3,HMPV,humi,6,0.6761234037828132,0.4230830242258728,False,computed_exploratory
minimal_corrected,2023-2025,1-3,HMPV,PM2.5,6,-0.8451542547285165,0.2078542974264027,False,computed_exploratory
minimal_corrected,2023-2025,1-3,HMPV,PM10,6,-0.6761234037828132,0.4230830242258728,False,computed_exploratory
minimal_corrected,2023-2025,1-3,HMPV,NO2,6,-0.8451542547285165,0.2078542974264027,False,computed_exploratory
minimal_corrected,2023-2025,1-3,HMPV,SO2,6,-0.8451542547285165,0.2078542974264027,False,computed_exploratory
minimal_corrected,2023-2025,1-3,HMPV,O3,6,-0.50709255283711,0.6101158200690326,False,computed_exploratory
minimal_corrected,2023-2025,1-3,HMPV,CO,6,-0.7775419143502353,0.3116686879305225,False,computed_exploratory
minimal_corrected,2023-2025,1-3,HMPV,AQI,6,-0.6761234037828132,0.4230830242258728,False,computed_exploratory
minimal_corrected,2023-2025,1-3,HBOV,windlevel,6,-0.2732295333235123,0.7980485298915002,False,computed_exploratory
minimal_corrected,2023-2025,1-3,HBOV,temp,6,0.0910765111078374,0.9285058278684803,False,computed_exploratory
minimal_corrected,2023-2025,1-3,HBOV,humi,6,0.0303588370359458,0.9668715234558174,False,computed_exploratory
minimal_corrected,2023-2025,1-3,HBOV,PM2.5,6,-0.3946648814672956,0.6993251851923117,False,computed_exploratory
minimal_corrected,2023-2025,1-3,HBOV,PM10,6,-0.5768179036829705,0.5281634453088183,False,computed_exploratory
minimal_corrected,2023-2025,1-3,HBOV,NO2,6,-0.3339472073954039,0.7436577577868194,False,computed_exploratory
minimal_corrected,2023-2025,1-3,HBOV,SO2,6,-0.2125118592516207,0.8429844922017168,False,computed_exploratory
minimal_corrected,2023-2025,1-3,HBOV,O3,6,-0.5768179036829705,0.5281634453088183,False,computed_exploratory
minimal_corrected,2023-2025,1-3,HBOV,CO,6,0.0303588370359458,0.9668715234558174,False,computed_exploratory
minimal_corrected,2023-2025,1-3,HBOV,AQI,6,-0.5768179036829705,0.5281634453088183,False,computed_exploratory
minimal_corrected,2023-2025,4-12,FluA,windlevel,22,0.2535290796160361,0.5554245405404133,False,computed
minimal_corrected,2023-2025,4-12,FluA,temp,22,-0.3190287972896669,0.4279826483307287,False,computed
minimal_corrected,2023-2025,4-12,FluA,humi,22,-0.5143986448334276,0.1289199295529778,False,computed
minimal_corrected,2023-2025,4-12,FluA,PM2.5,23,0.3488142292490119,0.3738383747340486,False,computed
minimal_corrected,2023-2025,4-12,FluA,PM10,23,0.3142292490118577,0.4230830242258728,False,computed
minimal_corrected,2023-2025,4-12,FluA,NO2,23,0.1749444086024427,0.6993251851923117,False,computed
minimal_corrected,2023-2025,4-12,FluA,SO2,23,0.3113417441229913,0.4279826483307287,False,computed
minimal_corrected,2023-2025,4-12,FluA,O3,23,0.3547430830039526,0.3698339176949651,False,computed
minimal_corrected,2023-2025,4-12,FluA,CO,23,0.2124505928853755,0.6395604997794212,False,computed
minimal_corrected,2023-2025,4-12,FluA,AQI,23,0.2855731225296443,0.4770469028728186,False,computed
minimal_corrected,2023-2025,4-12,FluB,windlevel,22,0.0943019737182485,0.8429844922017168,False,computed
minimal_corrected,2023-2025,4-12,FluB,temp,22,0.2013318211898803,0.6650507429310757,False,computed
minimal_corrected,2023-2025,4-12,FluB,humi,22,-0.0728960042239222,0.8776903963681958,False,computed
minimal_corrected,2023-2025,4-12,FluB,PM2.5,23,-0.2906808117823638,0.4654865063244879,False,computed
minimal_corrected,2023-2025,4-12,FluB,PM10,23,-0.2856342699111422,0.4770469028728186,False,computed
minimal_corrected,2023-2025,4-12,FluB,NO2,23,-0.2011543919980923,0.663409762959358,False,computed
minimal_corrected,2023-2025,4-12,FluB,SO2,23,-0.0416442593220642,0.9237864652809896,False,computed
minimal_corrected,2023-2025,4-12,FluB,O3,23,0.1604800315048467,0.7089421063189942,False,computed
minimal_corrected,2023-2025,4-12,FluB,CO,23,0.0555119605834375,0.8967541590418192,False,computed
minimal_corrected,2023-2025,4-12,FluB,AQI,23,0.0040372334969772,0.9879469713845072,False,computed
minimal_corrected,2023-2025,4-12,RSV,windlevel,22,-0.306128224576741,0.4426934445380481,False,computed
minimal_corrected,2023-2025,4-12,RSV,temp,22,0.8890144381619749,8.355639993606429e-06,True,computed
minimal_corrected,2023-2025,4-12,RSV,humi,22,0.8127647881290226,0.0004793635363205,True,computed
minimal_corrected,2023-2025,4-12,RSV,PM2.5,23,-0.8485298010463114,4.876999052642628e-05,True,computed
minimal_corrected,2023-2025,4-12,RSV,PM10,23,-0.7926859644020288,0.0006212599340503,True,computed
minimal_corrected,2023-2025,4-12,RSV,NO2,23,-0.7768166089965398,0.0009258773095186,True,computed
minimal_corrected,2023-2025,4-12,RSV,SO2,23,-0.5580820563519525,0.0699726098038081,False,computed
minimal_corrected,2023-2025,4-12,RSV,O3,23,-0.1428218477008642,0.7431840332204904,False,computed
minimal_corrected,2023-2025,4-12,RSV,CO,23,-0.7338769682899082,0.0029169491920199,True,computed
minimal_corrected,2023-2025,4-12,RSV,AQI,23,-0.4304423160811516,0.2313409016371949,False,computed
minimal_corrected,2023-2025,4-12,ADV,windlevel,22,0.2422360248447205,0.5816765171279541,False,computed
minimal_corrected,2023-2025,4-12,ADV,temp,22,0.1462450592885375,0.7431840332204904,False,computed
minimal_corrected,2023-2025,4-12,ADV,humi,22,0.0062111801242236,0.9831565287876176,False,computed
minimal_corrected,2023-2025,4-12,ADV,PM2.5,23,-0.2045454545454545,0.6595577689924964,False,computed
minimal_corrected,2023-2025,4-12,ADV,PM10,23,-0.2243083003952569,0.6101158200690326,False,computed
minimal_corrected,2023-2025,4-12,ADV,NO2,23,-0.3256733482175418,0.412611963363988,False,computed
minimal_corrected,2023-2025,4-12,ADV,SO2,23,-0.4136397457634028,0.2497937090601787,False,computed
minimal_corrected,2023-2025,4-12,ADV,O3,23,-0.1324110671936759,0.7701366660868996,False,computed
minimal_corrected,2023-2025,4-12,ADV,CO,23,-0.0592885375494071,0.8961439288329198,False,computed
minimal_corrected,2023-2025,4-12,ADV,AQI,23,-0.3191699604743083,0.4230830242258728,False,computed
minimal_corrected,2023-2025,4-12,PIV,windlevel,6,-0.819688599970537,0.2437188453311555,False,computed_exploratory
minimal_corrected,2023-2025,4-12,PIV,temp,6,0.819688599970537,0.2437188453311555,False,computed_exploratory
minimal_corrected,2023-2025,4-12,PIV,humi,6,0.3946648814672956,0.6993251851923117,False,computed_exploratory
minimal_corrected,2023-2025,4-12,PIV,PM2.5,6,-0.5768179036829705,0.5281634453088183,False,computed_exploratory
minimal_corrected,2023-2025,4-12,PIV,PM10,6,-0.3946648814672956,0.6993251851923117,False,computed_exploratory
minimal_corrected,2023-2025,4-12,PIV,NO2,6,-0.6982532518267538,0.4044101623304081,False,computed_exploratory
minimal_corrected,2023-2025,4-12,PIV,SO2,6,-0.5768179036829705,0.5281634453088183,False,computed_exploratory
minimal_corrected,2023-2025,4-12,PIV,O3,6,-0.2125118592516207,0.8429844922017168,False,computed_exploratory
minimal_corrected,2023-2025,4-12,PIV,CO,6,-0.8804062740424288,0.1606701312443789,False,computed_exploratory
minimal_corrected,2023-2025,4-12,PIV,AQI,6,-0.3946648814672956,0.6993251851923117,False,computed_exploratory
minimal_corrected,2023-2025,4-12,HRV,windlevel,22,-0.313382269904009,0.4351277879075171,False,computed
minimal_corrected,2023-2025,4-12,HRV,temp,22,0.1326933935629588,0.7732970652923236,False,computed
minimal_corrected,2023-2025,4-12,HRV,humi,22,0.0197628458498023,0.95319537930601,False,computed
minimal_corrected,2023-2025,4-12,HRV,PM2.5,23,-0.0978260869565217,0.8278809118866096,False,computed
minimal_corrected,2023-2025,4-12,HRV,PM10,23,0.067193675889328,0.8881878228862399,False,computed
minimal_corrected,2023-2025,4-12,HRV,NO2,23,0.0637509285585172,0.8944076258833885,False,computed
minimal_corrected,2023-2025,4-12,HRV,SO2,23,0.1087225138207271,0.8092253249245049,False,computed
minimal_corrected,2023-2025,4-12,HRV,O3,23,0.6482213438735179,0.0173435640476319,True,computed
minimal_corrected,2023-2025,4-12,HRV,CO,23,0.0355731225296442,0.9304340419423373,False,computed
minimal_corrected,2023-2025,4-12,HRV,AQI,23,0.5513833992094862,0.076646816866076,False,computed
minimal_corrected,2023-2025,4-12,MP,windlevel,22,0.3754940711462451,0.3491705605392168,False,computed
minimal_corrected,2023-2025,4-12,MP,temp,22,-0.1530208921513269,0.7275145556414094,False,computed
minimal_corrected,2023-2025,4-12,MP,humi,22,-0.2523997741389046,0.5564304940187688,False,computed
minimal_corrected,2023-2025,4-12,MP,PM2.5,23,0.2262845849802371,0.6101158200690326,False,computed
minimal_corrected,2023-2025,4-12,MP,PM10,23,0.25,0.5522884059422394,False,computed
minimal_corrected,2023-2025,4-12,MP,NO2,23,-0.0479367447300478,0.90867262612979,False,computed
minimal_corrected,2023-2025,4-12,MP,SO2,23,0.1957005248773088,0.6650507429310757,False,computed
minimal_corrected,2023-2025,4-12,MP,O3,23,-0.4110671936758893,0.2534670470553941,False,computed
minimal_corrected,2023-2025,4-12,MP,CO,23,-0.1343873517786561,0.7684719993584503,False,computed
minimal_corrected,2023-2025,4-12,MP,AQI,23,-0.3764822134387352,0.3283543562002338,False,computed
minimal_corrected,2023-2025,4-12,HMPV,windlevel,6,-0.8451542547285165,0.2078542974264027,False,computed_exploratory
minimal_corrected,2023-2025,4-12,HMPV,temp,6,0.8451542547285165,0.2078542974264027,False,computed_exploratory
minimal_corrected,2023-2025,4-12,HMPV,humi,6,0.6761234037828132,0.4230830242258728,False,computed_exploratory
minimal_corrected,2023-2025,4-12,HMPV,PM2.5,6,-0.8451542547285165,0.2078542974264027,False,computed_exploratory
minimal_corrected,2023-2025,4-12,HMPV,PM10,6,-0.6761234037828132,0.4230830242258728,False,computed_exploratory
minimal_corrected,2023-2025,4-12,HMPV,NO2,6,-0.8451542547285165,0.2078542974264027,False,computed_exploratory
minimal_corrected,2023-2025,4-12,HMPV,SO2,6,-0.8451542547285165,0.2078542974264027,False,computed_exploratory
minimal_corrected,2023-2025,4-12,HMPV,O3,6,-0.50709255283711,0.6101158200690326,False,computed_exploratory
minimal_corrected,2023-2025,4-12,HMPV,CO,6,-0.7775419143502353,0.3116686879305225,False,computed_exploratory
minimal_corrected,2023-2025,4-12,HMPV,AQI,6,-0.6761234037828132,0.4230830242258728,False,computed_exploratory
minimal_corrected,2023-2025,4-12,HBOV,windlevel,6,0.3927922024247863,0.6993251851923117,False,computed_exploratory
minimal_corrected,2023-2025,4-12,HBOV,temp,6,-0.6546536707079772,0.4351277879075171,False,computed_exploratory
minimal_corrected,2023-2025,4-12,HBOV,humi,6,-0.3927922024247863,0.6993251851923117,False,computed_exploratory
minimal_corrected,2023-2025,4-12,HBOV,PM2.5,6,-0.1309307341415954,0.8967541590418192,False,computed_exploratory
