age_group,valid_events,codetected,codetection_rate_pct,ci95_low_pct,ci95_high_pct,suppressed
<1,4760.0,383.0,8.046218487394958,7.306894577656127,8.853203642977588,False
1-3,10895.0,1579.0,14.492886645250111,13.844382043271922,15.166421267952863,False
4-12,18915.0,4062.0,21.475019825535288,20.89562732361094,22.06599628591078,False
13-17,1807.0,295.0,16.32540121748755,14.693037089231034,18.100637692626005,False
18-44,5794.0,252.0,4.349326889886089,3.8536900848782434,4.905456960235874,False
45-59,5563.0,86.0,1.5459284558691353,1.253562213396278,1.9051672047385293,False
60-74,8626.0,100.0,1.1592858798979828,0.9541379592985716,1.4079153854050512,False
75-89,,,,,,True
>=90,,,,,,True
