period,age_group,pathogen,environment,n_months,rho,p_value,q_period,q_age_panel,low_n,status
2020-2022,45-59,ADV,O3,16,-0.1596370604364172,0.5548162022795872,0.9332012195169388,0.9246936704659786,False,computed
2020-2022,45-59,ADV,CO,16,0.1620327769720161,0.5488128051738759,0.9332012195169388,0.9246936704659786,False,computed
2020-2022,45-59,ADV,AQI,16,-0.0949193332324643,0.7265866292013887,0.9591994268329904,0.9463159054005332,False,computed
2020-2022,45-59,PIV,windlevel,16,0.1328817633281936,0.6237122178217132,0.939142344872617,0.9364601083579313,False,computed
2020-2022,45-59,PIV,temp,16,-0.0129640744710432,0.9619941085490824,0.9976213999135164,0.9904955327712772,False,computed
2020-2022,45-59,PIV,humi,16,0.1490868564169978,0.5815867111156572,0.9378461277463918,0.9307544947491028,False,computed
2020-2022,45-59,PIV,PM2.5,16,-0.1620509308880411,0.5487674224786507,0.9332012195169388,0.9246936704659786,False,computed
2020-2022,45-59,PIV,PM10,16,-0.1037125957683463,0.7022892099746769,0.9591994268329904,0.9463159054005332,False,computed
2020-2022,45-59,PIV,NO2,16,-0.0032410186177608,0.9904955327712772,0.9976213999135164,0.9904955327712772,False,computed
2020-2022,45-59,PIV,SO2,16,-0.3600178829978676,0.170776475760811,0.7679172456256808,0.9246936704659786,False,computed
2020-2022,45-59,PIV,O3,16,-0.1685329681235627,0.5326692624126808,0.9332012195169388,0.9246936704659786,False,computed
2020-2022,45-59,PIV,CO,16,0.0146060791250884,0.9571842316859808,0.9976213999135164,0.9904955327712772,False,computed
2020-2022,45-59,PIV,AQI,16,-0.1166766702393895,0.6669603716553825,0.9531373877823126,0.9364601083579313,False,computed
2020-2022,45-59,HRV,windlevel,16,0.3065220519862366,0.248215118275829,0.8135986772117402,0.9246936704659786,False,computed
2020-2022,45-59,HRV,temp,16,-0.3276615038473564,0.215388051141916,0.8135986772117402,0.9246936704659786,False,computed
2020-2022,45-59,HRV,humi,16,0.2687730308056656,0.314144582597074,0.8438763857551281,0.9246936704659786,False,computed
2020-2022,45-59,HRV,PM2.5,16,0.0060398433888913,0.98228874369442,0.9976213999135164,0.9904955327712772,False,computed
2020-2022,45-59,HRV,PM10,16,-0.1962949101389692,0.4662322933541034,0.9044106291413172,0.9246936704659786,False,computed
2020-2022,45-59,HRV,NO2,16,0.4424185282362922,0.0861637757565177,0.7190997631417492,0.9246936704659786,False,computed
2020-2022,45-59,HRV,SO2,16,-0.1926617231729848,0.4746865290244687,0.9044106291413172,0.9246936704659786,False,computed
2020-2022,45-59,HRV,O3,16,-0.4967771187363146,0.0502842429695282,0.6328728615023584,0.9246936704659786,False,computed
2020-2022,45-59,HRV,CO,16,0.2419498061034169,0.3666255320888307,0.8835328352059227,0.9246936704659786,False,computed
2020-2022,45-59,HRV,AQI,16,-0.3548407990973675,0.1774625688459479,0.7679172456256808,0.9246936704659786,False,computed
2020-2022,45-59,MP,windlevel,16,-0.3080616184861621,0.2457251662216492,0.8135986772117402,0.9246936704659786,False,computed
2020-2022,45-59,MP,temp,16,-0.3080616184861621,0.2457251662216492,0.8135986772117402,0.9246936704659786,False,computed
2020-2022,45-59,MP,humi,16,-0.0840168050416805,0.7570527243204266,0.9638876098082352,0.9463159054005332,False,computed
2020-2022,45-59,MP,PM2.5,16,0.0840168050416805,0.7570527243204266,0.9638876098082352,0.9463159054005332,False,computed
2020-2022,45-59,MP,PM10,16,-0.0840168050416805,0.7570527243204266,0.9638876098082352,0.9463159054005332,False,computed
2020-2022,45-59,MP,NO2,16,-0.4200840252084029,0.1052280579835219,0.7221533391026016,0.9246936704659786,False,computed
2020-2022,45-59,MP,SO2,16,0.140131083873809,0.6047220285148525,0.939142344872617,0.9307544947491028,False,computed
2020-2022,45-59,MP,O3,16,0.0840168050416805,0.7570527243204266,0.9638876098082352,0.9463159054005332,False,computed
2020-2022,45-59,MP,CO,16,-0.028046877460778,0.917878493915454,0.9976213999135164,0.9904955327712772,False,computed
2020-2022,45-59,MP,AQI,16,-0.0280056016805601,0.9179989706285088,0.9976213999135164,0.9904955327712772,False,computed
2020-2022,45-59,HMPV,windlevel,16,0.2459273633750212,0.3585530598655893,0.8835328352059227,0.9246936704659786,False,computed
2020-2022,45-59,HMPV,temp,16,-0.1639515755833474,0.5440251591024159,0.9332012195169388,0.9246936704659786,False,computed
2020-2022,45-59,HMPV,humi,16,0.1898386664649286,0.4813068173740066,0.9044106291413172,0.9246936704659786,False,computed
2020-2022,45-59,HMPV,PM2.5,16,0.2674999391096722,0.3165306985498767,0.8438763857551281,0.9246936704659786,False,computed
2020-2022,45-59,HMPV,PM10,16,0.3710483026359969,0.1570950559608441,0.7583899253282129,0.9246936704659786,False,computed
2020-2022,45-59,HMPV,NO2,16,0.6126611508640879,0.0116314140503515,0.5722442358293857,0.9246936704659786,False,computed
2020-2022,45-59,HMPV,SO2,16,-0.1165776593717834,0.667227827205026,0.9531373877823126,0.9364601083579313,False,computed
2020-2022,45-59,HMPV,O3,16,0.0129435454407905,0.96205425174785,0.9976213999135164,0.9904955327712772,False,computed
2020-2022,45-59,HMPV,CO,16,0.1944393323664194,0.4705408177280626,0.9044106291413172,0.9246936704659786,False,computed
2020-2022,45-59,HMPV,AQI,16,0.1596370604364172,0.5548162022795872,0.9332012195169388,0.9246936704659786,False,computed
2020-2022,45-59,HBOV,windlevel,16,,,,,False,constant_blank
2020-2022,45-59,HBOV,temp,16,,,,,False,constant_blank
2020-2022,45-59,HBOV,humi,16,,,,,False,constant_blank
2020-2022,45-59,HBOV,PM2.5,16,,,,,False,constant_blank
2020-2022,45-59,HBOV,PM10,16,,,,,False,constant_blank
2020-2022,45-59,HBOV,NO2,16,,,,,False,constant_blank
2020-2022,45-59,HBOV,SO2,16,,,,,False,constant_blank
2020-2022,45-59,HBOV,O3,16,,,,,False,constant_blank
2020-2022,45-59,HBOV,CO,16,,,,,False,constant_blank
2020-2022,45-59,HBOV,AQI,16,,,,,False,constant_blank
2020-2022,60-74,FluA,windlevel,23,-0.3585913449253059,0.0929081943378756,0.7190997631417492,0.7358319082361497,False,computed
2020-2022,60-74,FluA,temp,23,0.1786113378349329,0.4148383475063696,0.8859133474068429,0.8330731540622587,False,computed
2020-2022,60-74,FluA,humi,23,0.2258304271476163,0.3001511986039086,0.8411173217905498,0.7358319082361497,False,computed
2020-2022,60-74,FluA,PM2.5,23,-0.2313051041693767,0.2882700114146312,0.8365190647470069,0.7358319082361497,False,computed
2020-2022,60-74,FluA,PM10,23,-0.3729623721074269,0.079637001822597,0.7111829783381346,0.7358319082361497,False,computed
2020-2022,60-74,FluA,NO2,23,-0.2812615319929403,0.1935690595262857,0.7905613522817263,0.7358319082361497,False,computed
2020-2022,60-74,FluA,SO2,23,-0.2744860019000731,0.2049792322672885,0.8060981044219214,0.7358319082361497,False,computed
2020-2022,60-74,FluA,O3,23,-0.1420345271677436,0.5179702583205587,0.9332012195169388,0.8632837638675978,False,computed
2020-2022,60-74,FluA,CO,23,-0.3063154260605554,0.1551557768238255,0.7583899253282129,0.7358319082361497,False,computed
2020-2022,60-74,FluA,AQI,23,-0.2464213483392178,0.2570131478735888,0.8252715757408816,0.7358319082361497,False,computed
2020-2022,60-74,FluB,windlevel,23,-0.2242978132575316,0.3035306621474117,0.8438763857551281,0.7358319082361497,False,computed
2020-2022,60-74,FluB,temp,23,-0.2727946377456466,0.2078966930164982,0.8130038274388199,0.7358319082361497,False,computed
2020-2022,60-74,FluB,humi,23,0.1475111744846829,0.501789563647294,0.9243491961923838,0.8632837638675978,False,computed
2020-2022,60-74,FluB,PM2.5,23,0.3940366989659339,0.0628238654444213,0.6421466541564022,0.7358319082361497,False,computed
2020-2022,60-74,FluB,PM10,23,0.2384427203998985,0.2732277550612068,0.8253656195209351,0.7358319082361497,False,computed
2020-2022,60-74,FluB,NO2,23,0.2889602459083516,0.181137830687848,0.7731492773261804,0.7358319082361497,False,computed
2020-2022,60-74,FluB,SO2,23,0.0909540175690653,0.6798028854764124,0.9556516925261812,0.9218683639284032,False,computed
2020-2022,60-74,FluB,O3,23,0.09903881913076,0.6530031720002442,0.9531207378481488,0.9218683639284032,False,computed
2020-2022,60-74,FluB,CO,23,0.3082330595396104,0.1524551501631391,0.7583899253282129,0.7358319082361497,False,computed
2020-2022,60-74,FluB,AQI,23,0.2385016460699936,0.2731056818741249,0.8253656195209351,0.7358319082361497,False,computed
2020-2022,60-74,RSV,windlevel,23,-0.2084068377732385,0.3399413817238166,0.8748491441421751,0.7998620746442744,False,computed
2020-2022,60-74,RSV,temp,23,-0.1155940760118772,0.5994297779322278,0.939142344872617,0.9218683639284032,False,computed
2020-2022,60-74,RSV,humi,23,-0.0109687809354336,0.9603836551523623,0.9976213999135164,0.9973076373043812,False,computed
2020-2022,60-74,RSV,PM2.5,23,0.09365651414101,0.6708008444997571,0.9531373877823126,0.9218683639284032,False,computed
2020-2022,60-74,RSV,PM10,23,-0.0759377141683865,0.7305657901239067,0.9591994268329904,0.9277025906335322,False,computed
2020-2022,60-74,RSV,NO2,23,-0.261563237691109,0.2279770140357974,0.8135986772117402,0.7358319082361497,False,computed
2020-2022,60-74,RSV,SO2,23,0.1021192681461953,0.6428980146522467,0.9494274477986764,0.9218683639284032,False,computed
2020-2022,60-74,RSV,O3,23,0.1443173128347057,0.5111955533059941,0.9299862005687052,0.8632837638675978,False,computed
2020-2022,60-74,RSV,CO,23,0.2936983910320328,0.1737661122054457,0.7679172456256808,0.7358319082361497,False,computed
2020-2022,60-74,RSV,AQI,23,0.1105588770838974,0.615528723270646,0.939142344872617,0.9218683639284032,False,computed
2020-2022,60-74,ADV,windlevel,23,-0.1974380568378049,0.3665205371744691,0.8835328352059227,0.8205735821986675,False,computed
2020-2022,60-74,ADV,temp,23,-0.3990948755738535,0.0592266556554523,0.6421466541564022,0.7358319082361497,False,computed
2020-2022,60-74,ADV,humi,23,-0.0270000761487596,0.902670474462306,0.9976213999135164,0.9973076373043812,False,computed
2020-2022,60-74,ADV,PM2.5,23,0.2472194472370805,0.2554260216009368,0.8239549083901186,0.7358319082361497,False,computed
2020-2022,60-74,ADV,PM10,23,0.0793127236869814,0.7190520337458932,0.9591994268329904,0.9277025906335322,False,computed
2020-2022,60-74,ADV,NO2,23,0.2978445900160049,0.1674879154121251,0.7679172456256808,0.7358319082361497,False,computed
2020-2022,60-74,ADV,SO2,23,0.1443173128347057,0.5111955533059941,0.9299862005687052,0.8632837638675978,False,computed
2020-2022,60-74,ADV,O3,23,-0.2557201508123733,0.2389131565793507,0.8135986772117402,0.7358319082361497,False,computed
2020-2022,60-74,ADV,CO,23,0.4160727206287131,0.0482994572725079,0.6328728615023584,0.7358319082361497,False,computed
2020-2022,60-74,ADV,AQI,23,-0.0759564804393188,0.7305016110968955,0.9591994268329904,0.9277025906335322,False,computed
2020-2022,60-74,PIV,windlevel,23,0.1346773355793315,0.5400929343221026,0.9332012195169388,0.8762158229189858,False,computed
2020-2022,60-74,PIV,temp,23,-0.3597007171097979,0.0918287533842631,0.7190997631417492,0.7358319082361497,False,computed
2020-2022,60-74,PIV,humi,23,0.2620596488147825,0.2270634061704044,0.8135986772117402,0.7358319082361497,False,computed
2020-2022,60-74,PIV,PM2.5,23,-0.0112231112982776,0.9594658052327132,0.9976213999135164,0.9973076373043812,False,computed
2020-2022,60-74,PIV,PM10,23,-0.1442169801828675,0.5114924103127878,0.9299862005687052,0.8632837638675978,False,computed
2020-2022,60-74,PIV,NO2,23,0.0656552010949241,0.7659831581757548,0.9638876098082352,0.9341931106652628,False,computed
2020-2022,60-74,PIV,SO2,23,-0.1922432777787332,0.3795152817668837,0.8859133474068429,0.8205735821986675,False,computed
2020-2022,60-74,PIV,O3,23,-0.498709933741327,0.0154234955203438,0.5998026035689265,0.616939820813753,False,computed
2020-2022,60-74,PIV,CO,23,0.1543559164646763,0.4819216638138733,0.9044106291413172,0.8632837638675978,False,computed
2020-2022,60-74,PIV,AQI,23,-0.4209706812672991,0.0454587068376017,0.6328728615023584,0.7358319082361497,False,computed
2020-2022,60-74,HRV,windlevel,23,0.1286334848338552,0.5585875871108534,0.9332012195169388,0.8762158229189858,False,computed
2020-2022,60-74,HRV,temp,23,-0.3670275880008455,0.084932521356774,0.7190997631417492,0.7358319082361497,False,computed
2020-2022,60-74,HRV,humi,23,0.0720148853316949,0.7440193004846778,0.9638876098082352,0.9300241256058472,False,computed
2020-2022,60-74,HRV,PM2.5,23,0.2408773750749798,0.2682127902998496,0.8253656195209351,0.7358319082361497,False,computed
2020-2022,60-74,HRV,PM10,23,0.043208931199017,0.8447998962985466,0.9882926147810968,0.979478140635996,False,computed
2020-2022,60-74,HRV,NO2,23,0.244850610127763,0.2601552509496233,0.8253656195209351,0.7358319082361497,False,computed
2020-2022,60-74,HRV,SO2,23,-0.0834585558878565,0.7049893147086614,0.9591994268329904,0.9277025906335322,False,computed
2020-2022,60-74,HRV,O3,23,-0.1045715834190107,0.6348968276623352,0.9467903618936312,0.9218683639284032,False,computed
2020-2022,60-74,HRV,CO,23,0.499757781090379,0.0151749115825641,0.5998026035689265,0.616939820813753,False,computed
2020-2022,60-74,HRV,AQI,23,-0.0007451656775701,0.9973076373043812,1.0,0.9973076373043812,False,computed
2020-2022,60-74,MP,windlevel,23,0.0202070102033812,0.9270841043893508,0.9976213999135164,0.9973076373043812,False,computed
2020-2022,60-74,MP,temp,23,-0.3273535652947759,0.1273212974870516,0.7583899253282129,0.7358319082361497,False,computed
2020-2022,60-74,MP,humi,23,-0.2364220193795604,0.2774348473248449,0.8299333039632115,0.7358319082361497,False,computed
2020-2022,60-74,MP,PM2.5,23,-0.0262691132643956,0.9052937791960838,0.9976213999135164,0.9973076373043812,False,computed
2020-2022,60-74,MP,PM10,23,-0.0909315459152155,0.6798779183971974,0.9556516925261812,0.9218683639284032,False,computed
2020-2022,60-74,MP,NO2,23,-0.0040414020406762,0.9853987149390068,0.9976213999135164,0.9973076373043812,False,computed
2020-2022,60-74,MP,SO2,23,-0.0525512101510155,0.8117754031660531,0.9782570558607396,0.9692840634818544,False,computed
2020-2022,60-74,MP,O3,23,-0.1293568249871152,0.5563591822656409,0.9332012195169388,0.8762158229189858,False,computed
2020-2022,60-74,MP,CO,23,0.185950435918978,0.3956029138842662,0.8859133474068429,0.83284823975635,False,computed
2020-2022,60-74,MP,AQI,23,-0.1960564378710964,0.3699512852132742,0.8835328352059227,0.8205735821986675,False,computed
2020-2022,60-74,HMPV,windlevel,23,-0.0104663836291017,0.962196892923951,0.9976213999135164,0.9973076373043812,False,computed
2020-2022,60-74,HMPV,temp,23,0.0059807906452009,0.9783931780001832,0.9976213999135164,0.9973076373043812,False,computed
2020-2022,60-74,HMPV,humi,23,0.0642934994359107,0.7707093162988418,0.9647621969615572,0.9341931106652628,False,computed
2020-2022,60-74,HMPV,PM2.5,23,-0.0134567789517022,0.9514070117148704,0.9976213999135164,0.9973076373043812,False,computed
2020-2022,60-74,HMPV,PM10,23,0.0194375695969032,0.9298538185079576,0.9976213999135164,0.9973076373043812,False,computed
2020-2022,60-74,HMPV,NO2,23,0.1525101614526254,0.4872398679927874,0.911946276991848,0.8632837638675978,False,computed
2020-2022,60-74,HMPV,SO2,23,0.0478581492876161,0.8283299830963975,0.9861071227338066,0.97450586246635,False,computed
2020-2022,60-74,HMPV,O3,23,-0.2303173434466526,0.2903916181907466,0.8365190647470069,0.7358319082361497,False,computed
2020-2022,60-74,HMPV,CO,23,-0.1734857911676084,0.4285699966188827,0.8859133474068429,0.8362341397441615,False,computed
2020-2022,60-74,HMPV,AQI,23,-0.1779724926633225,0.4165365770311293,0.8859133474068429,0.8330731540622587,False,computed
2020-2022,60-74,HBOV,windlevel,23,,,,,False,constant_blank
2020-2022,60-74,HBOV,temp,23,,,,,False,constant_blank
2020-2022,60-74,HBOV,humi,23,,,,,False,constant_blank
2020-2022,60-74,HBOV,PM2.5,23,,,,,False,constant_blank
2020-2022,60-74,HBOV,PM10,23,,,,,False,constant_blank
2020-2022,60-74,HBOV,NO2,23,,,,,False,constant_blank
2020-2022,60-74,HBOV,SO2,23,,,,,False,constant_blank
2020-2022,60-74,HBOV,O3,23,,,,,False,constant_blank
2020-2022,60-74,HBOV,CO,23,,,,,False,constant_blank
2020-2022,60-74,HBOV,AQI,23,,,,,False,constant_blank
2020-2022,75-89,FluA,windlevel,36,-0.2020030944795054,0.2374152608349491,0.8135986772117402,0.8218220567363624,False,computed
2020-2022,75-89,FluA,temp,36,0.1336114677911547,0.4372358355515489,0.8904716212835968,0.8968309983294822,False,computed
2020-2022,75-89,FluA,humi,36,0.098127116552851,0.5691110204473934,0.934795415091642,0.9146427114333108,False,computed
2020-2022,75-89,FluA,PM2.5,36,-0.0874279663779215,0.6121354713075127,0.939142344872617,0.9187504833436918,False,computed
2020-2022,75-89,FluA,PM10,36,-0.1409462219577314,0.4122521054923779,0.8859133474068429,0.8968309983294822,False,computed
2020-2022,75-89,FluA,NO2,36,-0.0916903275505412,0.5948305503151725,0.939142344872617,0.9187504833436918,False,computed
2020-2022,75-89,FluA,SO2,36,-0.3605628689088354,0.0307507953069754,0.6328728615023584,0.6636530290481476,False,computed
2020-2022,75-89,FluA,O3,36,0.016950320012046,0.921837326694082,0.9976213999135164,0.9843136818670852,False,computed
2020-2022,75-89,FluA,CO,36,-0.2197735568040713,0.1977744896090906,0.7905613522817263,0.7748113194362581,False,computed
2020-2022,75-89,FluA,AQI,36,0.0261689151063166,0.8795829010202925,0.9976213999135164,0.9773143344669916,False,computed
2020-2022,75-89,FluB,windlevel,36,0.2196622790170069,0.1980073371892659,0.7905613522817263,0.7748113194362581,False,computed
2020-2022,75-89,FluB,temp,36,-0.2847473987257497,0.0923292901888462,0.7190997631417492,0.7748113194362581,False,computed
2020-2022,75-89,FluB,humi,36,0.2359335589441926,0.1659639919261807,0.7679172456256808,0.7748113194362581,False,computed
2020-2022,75-89,FluB,PM2.5,36,-0.122042453146307,0.4782813364062656,0.9044106291413172,0.8968309983294822,False,computed
2020-2022,75-89,FluB,PM10,36,-0.2522048388713783,0.1378268305117317,0.7583899253282129,0.7748113194362581,False,computed
2020-2022,75-89,FluB,NO2,36,-0.1545871073186556,0.3680048025747857,0.8835328352059227,0.8968309983294822,False,computed
2020-2022,75-89,FluB,SO2,36,-0.2848023851892777,0.092263666730572,0.7190997631417492,0.7748113194362581,False,computed
2020-2022,75-89,FluB,O3,36,-0.1871317614910041,0.2744575855760212,0.8253656195209351,0.8968309983294822,False,computed
2020-2022,75-89,FluB,CO,36,0.0081366872236813,0.9624352130010856,0.9976213999135164,0.9843136818670852,False,computed
2020-2022,75-89,FluB,AQI,36,-0.1708594344048298,0.3190907700799655,0.8438763857551281,0.8968309983294822,False,computed
2020-2022,75-89,RSV,windlevel,36,-0.133505377519414,0.4376031967450818,0.8904716212835968,0.8968309983294822,False,computed
2020-2022,75-89,RSV,temp,36,0.0847007626911249,0.6233179904927126,0.939142344872617,0.919649494169576,False,computed
2020-2022,75-89,RSV,humi,36,0.1147615761723175,0.5051069061206137,0.9280179377544084,0.9031957949012738,False,computed
2020-2022,75-89,RSV,PM2.5,36,-0.0014147175568571,0.9934664119896794,0.99917598907008,0.9934664119896794,False,computed
2020-2022,75-89,RSV,PM10,36,-0.0770971451635292,0.6549301070070852,0.9531207378481488,0.950704994042543,False,computed
2020-2022,75-89,RSV,NO2,36,-0.1080490534049638,0.5304917701280303,0.9332012195169388,0.9031957949012738,False,computed
2020-2022,75-89,RSV,SO2,36,-0.1625366018647253,0.3435772248271052,0.8783539061142684,0.8968309983294822,False,computed
2020-2022,75-89,RSV,O3,36,-0.1091100915726066,0.526438472629587,0.9332012195169388,0.9031957949012738,False,computed
2020-2022,75-89,RSV,CO,36,-0.1026620500919446,0.5513012919088246,0.9332012195169388,0.9031957949012738,False,computed
2020-2022,75-89,RSV,AQI,36,-0.031123786250857,0.856998915915093,0.9882926147810968,0.9742684457005932,False,computed
2020-2022,75-89,ADV,windlevel,36,0.0366737708328837,0.831835382171485,0.9882926147810968,0.9722751220186188,False,computed
2020-2022,75-89,ADV,temp,36,-0.041827922409397,0.8086125336261842,0.9782570558607396,0.9636863605231882,False,computed
2020-2022,75-89,ADV,humi,36,0.0021806025900633,0.9899294741619876,0.9976213999135164,0.9934664119896794,False,computed
2020-2022,75-89,ADV,PM2.5,36,-0.0488684664674776,0.7771523377339651,0.9662640078397436,0.9636863605231882,False,computed
2020-2022,75-89,ADV,PM10,36,-0.1076424733094911,0.5320489564606844,0.9332012195169388,0.9031957949012738,False,computed
2020-2022,75-89,ADV,NO2,36,0.0188336889022733,0.9131837590795464,0.9976213999135164,0.9843136818670852,False,computed
2020-2022,75-89,ADV,SO2,36,0.0457023597929538,0.7912599223445022,0.9755035178187688,0.9636863605231882,False,computed
2020-2022,75-89,ADV,O3,36,-0.0291426554593071,0.8660163961783051,0.9937893070898584,0.9742684457005932,False,computed
2020-2022,75-89,ADV,CO,36,0.148498325707036,0.38739450374052,0.8859133474068429,0.8968309983294822,False,computed
2020-2022,75-89,ADV,AQI,36,-0.1024949174997402,0.5519529857730007,0.9332012195169388,0.9031957949012738,False,computed
2020-2022,75-89,PIV,windlevel,36,0.0913832746017431,0.5960700071739171,0.939142344872617,0.9187504833436918,False,computed
2020-2022,75-89,PIV,temp,36,-0.3645177286891753,0.0288343868021766,0.6328728615023584,0.6636530290481476,False,computed
2020-2022,75-89,PIV,humi,36,-0.1157521478288746,0.5014133397726177,0.9243491961923838,0.9031957949012738,False,computed
2020-2022,75-89,PIV,PM2.5,36,0.1477458016972536,0.3898314941427514,0.8859133474068429,0.8968309983294822,False,computed
2020-2022,75-89,PIV,PM10,36,0.0639682922212201,0.7109023861271565,0.9591994268329904,0.9636863605231882,False,computed
2020-2022,75-89,PIV,NO2,36,0.1685622204930865,0.325737589507153,0.8476442849628517,0.8968309983294822,False,computed
2020-2022,75-89,PIV,SO2,36,-0.0873386581031613,0.6125003222291279,0.939142344872617,0.9187504833436918,False,computed
2020-2022,75-89,PIV,O3,36,-0.2098565797303488,0.2192828305938413,0.8135986772117402,0.8218220567363624,False,computed
2020-2022,75-89,PIV,CO,36,0.2604758580489247,0.1249503509422467,0.7583899253282129,0.7748113194362581,False,computed
2020-2022,75-89,PIV,AQI,36,-0.1269293829014206,0.4607025118669544,0.9044106291413172,0.8968309983294822,False,computed
2020-2022,75-89,HRV,windlevel,36,0.1822715897470901,0.2873385368510576,0.8365190647470069,0.8968309983294822,False,computed
2020-2022,75-89,HRV,temp,36,-0.3546386100890554,0.0338158161213467,0.6328728615023584,0.6636530290481476,False,computed
2020-2022,75-89,HRV,humi,36,-0.0199467022742098,0.9080743197691344,0.9976213999135164,0.9843136818670852,False,computed
2020-2022,75-89,HRV,PM2.5,36,0.1382601786175408,0.421306034359717,0.8859133474068429,0.8968309983294822,False,computed
2020-2022,75-89,HRV,PM10,36,0.0123807117564061,0.9428682781668746,0.9976213999135164,0.9843136818670852,False,computed
2020-2022,75-89,HRV,NO2,36,0.203675815366437,0.2334709968569074,0.8135986772117402,0.8218220567363624,False,computed
2020-2022,75-89,HRV,SO2,36,-0.0526281858270327,0.760490774275727,0.9638876098082352,0.9636863605231882,False,computed
2020-2022,75-89,HRV,O3,36,-0.2523076294373829,0.1376610337837696,0.7583899253282129,0.7748113194362581,False,computed
2020-2022,75-89,HRV,CO,36,0.3849521187360256,0.0204306155714957,0.6328728615023584,0.6636530290481476,False,computed
2020-2022,75-89,HRV,AQI,36,-0.1740977672044755,0.3098660298201937,0.8438763857551281,0.8968309983294822,False,computed
2020-2022,75-89,MP,windlevel,36,0.0406781998179642,0.8137795933306924,0.9782570558607396,0.9636863605231882,False,computed
2020-2022,75-89,MP,temp,36,-0.0081356399635928,0.9624400444922612,0.9976213999135164,0.9843136818670852,False,computed
2020-2022,75-89,MP,humi,36,0.2196622790170069,0.1980073371892659,0.7905613522817263,0.7748113194362581,False,computed
2020-2022,75-89,MP,PM2.5,36,-0.0569531448016099,0.7414551456684007,0.9638876098082352,0.9636863605231882,False,computed
2020-2022,75-89,MP,PM10,36,-0.1220345994538927,0.4783098657757239,0.9044106291413172,0.8968309983294822,False,computed
2020-2022,75-89,MP,NO2,36,0.122042453146307,0.4782813364062656,0.9044106291413172,0.8968309983294822,False,computed
2020-2022,75-89,MP,SO2,36,-0.1383325870919348,0.4210605135077148,0.8859133474068429,0.8968309983294822,False,computed
2020-2022,75-89,MP,O3,36,0.0406808177154356,0.8137678191454853,0.9782570558607396,0.9636863605231882,False,computed
2020-2022,75-89,MP,CO,36,-0.0732301850131318,0.6712411044392403,0.9531373877823126,0.958915863484629,False,computed
2020-2022,75-89,MP,AQI,36,0.0081361635430871,0.9624376289797189,0.9976213999135164,0.9843136818670852,False,computed
2020-2022,75-89,HMPV,windlevel,36,-0.1352550249767685,0.431566359236762,0.8859133474068429,0.8968309983294822,False,computed
2020-2022,75-89,HMPV,temp,36,-0.2709380721844761,0.109972872792966,0.7402020284141947,0.7748113194362581,False,computed
2020-2022,75-89,HMPV,humi,36,0.0415181564010966,0.8100039029632355,0.9782570558607396,0.9636863605231882,False,computed
2020-2022,75-89,HMPV,PM2.5,36,0.255545716783119,0.1325130093956378,0.7583899253282129,0.7748113194362581,False,computed
2020-2022,75-89,HMPV,PM10,36,0.2324160713999534,0.1725530905532255,0.7679172456256808,0.7748113194362581,False,computed
2020-2022,75-89,HMPV,NO2,36,0.3278861290718076,0.0509101716373401,0.6328728615023584,0.7636525745601018,False,computed
2020-2022,75-89,HMPV,SO2,36,-0.0312516565793547,0.8564174901277636,0.9882926147810968,0.9742684457005932,False,computed
2020-2022,75-89,HMPV,O3,36,0.0573586700987235,0.739677818792325,0.9638876098082352,0.9636863605231882,False,computed
2020-2022,75-89,HMPV,CO,36,0.0479446607463144,0.7812616157986525,0.9696509415940722,0.9636863605231882,False,computed
2020-2022,75-89,HMPV,AQI,36,0.1673674627507529,0.3292282655740755,0.853554762599455,0.8968309983294822,False,computed
2020-2022,75-89,HBOV,windlevel,36,0.131597451791018,0.4442386994110807,0.9013538828630624,0.8968309983294822,False,computed
2020-2022,75-89,HBOV,temp,36,0.0444060366881021,0.7970552713196968,0.9781602131275092,0.9636863605231882,False,computed
2020-2022,75-89,HBOV,humi,36,0.2524985589783326,0.1373534624724153,0.7583899253282129,0.7748113194362581,False,computed
2020-2022,75-89,HBOV,PM2.5,36,-0.2411694708356465,0.1564936374639331,0.7583899253282129,0.7748113194362581,False,computed
2020-2022,75-89,HBOV,PM10,36,-0.2291610798429796,0.1788150157671228,0.7679172456256808,0.7748113194362581,False,computed
2020-2022,75-89,HBOV,NO2,36,0.1789321880393506,0.2964111061695912,0.8405202015628284,0.8968309983294822,False,computed
2020-2022,75-89,HBOV,SO2,36,-0.3491572034393675,0.036869612724897,0.6328728615023584,0.6636530290481476,False,computed
2020-2022,75-89,HBOV,O3,36,-0.276502094923127,0.1025810466495769,0.7221533391026016,0.7748113194362581,False,computed
2020-2022,75-89,HBOV,CO,36,-0.0645105023211653,0.7085585917316313,0.9591994268329904,0.9636863605231882,False,computed
2020-2022,75-89,HBOV,AQI,36,-0.2891440429911246,0.0871941331220102,0.7190997631417492,0.7748113194362581,False,computed
2020-2022,>=90,FluA,windlevel,36,-0.1707284427173177,0.3194674888930128,0.8438763857551281,0.798668722232532,False,computed
2020-2022,>=90,FluA,temp,36,0.3194447277257989,0.0575484260271878,0.6421466541564022,0.4966294500619776,False,computed
2020-2022,>=90,FluA,humi,36,0.2829367588428504,0.0945102545843441,0.7190997631417492,0.6075659223279268,False,computed
2020-2022,>=90,FluA,PM2.5,36,-0.3543648550577086,0.0339632656013309,0.6328728615023584,0.4966294500619776,False,computed
