period,age_group,pathogen,environment,n_months,rho,p_value,q_period,q_age_panel,low_n,status
2019,75-89,HRV,temp,6,-0.7589709258986453,0.0801412280583238,0.3905346059533071,0.6156205353490027,False,computed_exploratory
2019,75-89,HRV,humi,6,-0.3946648814672956,0.4387392515170167,0.7388096310406082,0.8577193510692028,False,computed_exploratory
2019,75-89,HRV,PM2.5,6,0.3946648814672956,0.4387392515170167,0.7388096310406082,0.8577193510692028,False,computed_exploratory
2019,75-89,HRV,PM10,6,0.5768179036829705,0.2307322519546003,0.5854400422728666,0.8075628818411014,False,computed_exploratory
2019,75-89,HRV,NO2,6,0.3339472073954039,0.5177002083054396,0.8096258519316172,0.9536582784573888,False,computed_exploratory
2019,75-89,HRV,SO2,6,0.7589709258986453,0.0801412280583238,0.3905346059533071,0.6156205353490027,False,computed_exploratory
2019,75-89,HRV,O3,6,0.0910765111078374,0.8637629700202579,0.9443067839449764,0.991203408219968,False,computed_exploratory
2019,75-89,HRV,CO,6,0.3946648814672956,0.4387392515170167,0.7388096310406082,0.8577193510692028,False,computed_exploratory
2019,75-89,HRV,AQI,6,0.2732295333235123,0.6003545904291114,0.8649176302792283,0.971221230269266,False,computed_exploratory
2019,75-89,MP,windlevel,6,,,,,False,constant_blank
2019,75-89,MP,temp,6,,,,,False,constant_blank
2019,75-89,MP,humi,6,,,,,False,constant_blank
2019,75-89,MP,PM2.5,6,,,,,False,constant_blank
2019,75-89,MP,PM10,6,,,,,False,constant_blank
2019,75-89,MP,NO2,6,,,,,False,constant_blank
2019,75-89,MP,SO2,6,,,,,False,constant_blank
2019,75-89,MP,O3,6,,,,,False,constant_blank
2019,75-89,MP,CO,6,,,,,False,constant_blank
2019,75-89,MP,AQI,6,,,,,False,constant_blank
2019,75-89,HMPV,windlevel,6,-0.8451542547285165,0.0341094231674096,0.2715913710748846,0.6156205353490027,False,computed_exploratory
2019,75-89,HMPV,temp,6,-0.0338061701891406,0.9493100625278256,0.99537116513333,1.0,False,computed_exploratory
2019,75-89,HMPV,humi,6,0.7775419143502353,0.0687269414410895,0.3670504218751866,0.6156205353490027,False,computed_exploratory
2019,75-89,HMPV,PM2.5,6,0.101418510567422,0.8483938150603566,0.9364874875430452,0.9897927842370826,False,computed_exploratory
2019,75-89,HMPV,PM10,6,-0.304255531702266,0.5576993870568202,0.8280252908267199,0.971221230269266,False,computed_exploratory
2019,75-89,HMPV,NO2,6,0.50709255283711,0.304558784680535,0.6550787393344795,0.8577193510692028,False,computed_exploratory
2019,75-89,HMPV,SO2,6,0.0338061701891406,0.9493100625278256,0.99537116513333,1.0,False,computed_exploratory
2019,75-89,HMPV,O3,6,-0.1352246807565626,0.7983993188035018,0.9211427661583907,0.971221230269266,False,computed_exploratory
2019,75-89,HMPV,CO,6,0.101418510567422,0.8483938150603566,0.9364874875430452,0.9897927842370826,False,computed_exploratory
2019,75-89,HMPV,AQI,6,-0.3718678720805473,0.4679101990344625,0.7611936252235276,0.8852355116868211,False,computed_exploratory
2019,75-89,HBOV,windlevel,6,0.1309307341415954,0.8047261622231061,0.9211427661583907,0.971221230269266,False,computed_exploratory
2019,75-89,HBOV,temp,6,-0.6546536707079772,0.1583024233754578,0.4693828677430339,0.6156205353490027,False,computed_exploratory
2019,75-89,HBOV,humi,6,-0.1309307341415954,0.8047261622231061,0.9211427661583907,0.971221230269266,False,computed_exploratory
2019,75-89,HBOV,PM2.5,6,0.6546536707079772,0.1583024233754578,0.4693828677430339,0.6156205353490027,False,computed_exploratory
2019,75-89,HBOV,PM10,6,0.3927922024247863,0.4411128091213043,0.7388096310406082,0.8577193510692028,False,computed_exploratory
2019,75-89,HBOV,NO2,6,0.3927922024247863,0.4411128091213043,0.7388096310406082,0.8577193510692028,False,computed_exploratory
2019,75-89,HBOV,SO2,6,0.6546536707079772,0.1583024233754578,0.4693828677430339,0.6156205353490027,False,computed_exploratory
2019,75-89,HBOV,O3,6,-0.1309307341415954,0.8047261622231061,0.9211427661583907,0.971221230269266,False,computed_exploratory
2019,75-89,HBOV,CO,6,0.6546536707079772,0.1583024233754578,0.4693828677430339,0.6156205353490027,False,computed_exploratory
2019,75-89,HBOV,AQI,6,0.1309307341415954,0.8047261622231061,0.9211427661583907,0.971221230269266,False,computed_exploratory
2019,>=90,FluA,windlevel,0,,,,,True,low_n_blank
2019,>=90,FluA,temp,0,,,,,True,low_n_blank
2019,>=90,FluA,humi,0,,,,,True,low_n_blank
2019,>=90,FluA,PM2.5,0,,,,,True,low_n_blank
2019,>=90,FluA,PM10,0,,,,,True,low_n_blank
2019,>=90,FluA,NO2,0,,,,,True,low_n_blank
2019,>=90,FluA,SO2,0,,,,,True,low_n_blank
2019,>=90,FluA,O3,0,,,,,True,low_n_blank
2019,>=90,FluA,CO,0,,,,,True,low_n_blank
2019,>=90,FluA,AQI,0,,,,,True,low_n_blank
2019,>=90,FluB,windlevel,0,,,,,True,low_n_blank
2019,>=90,FluB,temp,0,,,,,True,low_n_blank
2019,>=90,FluB,humi,0,,,,,True,low_n_blank
2019,>=90,FluB,PM2.5,0,,,,,True,low_n_blank
2019,>=90,FluB,PM10,0,,,,,True,low_n_blank
2019,>=90,FluB,NO2,0,,,,,True,low_n_blank
2019,>=90,FluB,SO2,0,,,,,True,low_n_blank
2019,>=90,FluB,O3,0,,,,,True,low_n_blank
2019,>=90,FluB,CO,0,,,,,True,low_n_blank
2019,>=90,FluB,AQI,0,,,,,True,low_n_blank
2019,>=90,RSV,windlevel,0,,,,,True,low_n_blank
2019,>=90,RSV,temp,0,,,,,True,low_n_blank
2019,>=90,RSV,humi,0,,,,,True,low_n_blank
2019,>=90,RSV,PM2.5,0,,,,,True,low_n_blank
2019,>=90,RSV,PM10,0,,,,,True,low_n_blank
2019,>=90,RSV,NO2,0,,,,,True,low_n_blank
2019,>=90,RSV,SO2,0,,,,,True,low_n_blank
2019,>=90,RSV,O3,0,,,,,True,low_n_blank
2019,>=90,RSV,CO,0,,,,,True,low_n_blank
2019,>=90,RSV,AQI,0,,,,,True,low_n_blank
2019,>=90,ADV,windlevel,0,,,,,True,low_n_blank
2019,>=90,ADV,temp,0,,,,,True,low_n_blank
2019,>=90,ADV,humi,0,,,,,True,low_n_blank
2019,>=90,ADV,PM2.5,0,,,,,True,low_n_blank
2019,>=90,ADV,PM10,0,,,,,True,low_n_blank
2019,>=90,ADV,NO2,0,,,,,True,low_n_blank
2019,>=90,ADV,SO2,0,,,,,True,low_n_blank
2019,>=90,ADV,O3,0,,,,,True,low_n_blank
2019,>=90,ADV,CO,0,,,,,True,low_n_blank
2019,>=90,ADV,AQI,0,,,,,True,low_n_blank
2019,>=90,PIV,windlevel,0,,,,,True,low_n_blank
2019,>=90,PIV,temp,0,,,,,True,low_n_blank
2019,>=90,PIV,humi,0,,,,,True,low_n_blank
2019,>=90,PIV,PM2.5,0,,,,,True,low_n_blank
2019,>=90,PIV,PM10,0,,,,,True,low_n_blank
2019,>=90,PIV,NO2,0,,,,,True,low_n_blank
2019,>=90,PIV,SO2,0,,,,,True,low_n_blank
2019,>=90,PIV,O3,0,,,,,True,low_n_blank
2019,>=90,PIV,CO,0,,,,,True,low_n_blank
2019,>=90,PIV,AQI,0,,,,,True,low_n_blank
2019,>=90,HRV,windlevel,0,,,,,True,low_n_blank
2019,>=90,HRV,temp,0,,,,,True,low_n_blank
2019,>=90,HRV,humi,0,,,,,True,low_n_blank
2019,>=90,HRV,PM2.5,0,,,,,True,low_n_blank
2019,>=90,HRV,PM10,0,,,,,True,low_n_blank
2019,>=90,HRV,NO2,0,,,,,True,low_n_blank
2019,>=90,HRV,SO2,0,,,,,True,low_n_blank
2019,>=90,HRV,O3,0,,,,,True,low_n_blank
2019,>=90,HRV,CO,0,,,,,True,low_n_blank
2019,>=90,HRV,AQI,0,,,,,True,low_n_blank
2019,>=90,MP,windlevel,0,,,,,True,low_n_blank
2019,>=90,MP,temp,0,,,,,True,low_n_blank
2019,>=90,MP,humi,0,,,,,True,low_n_blank
2019,>=90,MP,PM2.5,0,,,,,True,low_n_blank
2019,>=90,MP,PM10,0,,,,,True,low_n_blank
2019,>=90,MP,NO2,0,,,,,True,low_n_blank
2019,>=90,MP,SO2,0,,,,,True,low_n_blank
2019,>=90,MP,O3,0,,,,,True,low_n_blank
2019,>=90,MP,CO,0,,,,,True,low_n_blank
2019,>=90,MP,AQI,0,,,,,True,low_n_blank
2019,>=90,HMPV,windlevel,0,,,,,True,low_n_blank
2019,>=90,HMPV,temp,0,,,,,True,low_n_blank
2019,>=90,HMPV,humi,0,,,,,True,low_n_blank
2019,>=90,HMPV,PM2.5,0,,,,,True,low_n_blank
2019,>=90,HMPV,PM10,0,,,,,True,low_n_blank
2019,>=90,HMPV,NO2,0,,,,,True,low_n_blank
2019,>=90,HMPV,SO2,0,,,,,True,low_n_blank
2019,>=90,HMPV,O3,0,,,,,True,low_n_blank
2019,>=90,HMPV,CO,0,,,,,True,low_n_blank
2019,>=90,HMPV,AQI,0,,,,,True,low_n_blank
2019,>=90,HBOV,windlevel,0,,,,,True,low_n_blank
2019,>=90,HBOV,temp,0,,,,,True,low_n_blank
2019,>=90,HBOV,humi,0,,,,,True,low_n_blank
2019,>=90,HBOV,PM2.5,0,,,,,True,low_n_blank
2019,>=90,HBOV,PM10,0,,,,,True,low_n_blank
2019,>=90,HBOV,NO2,0,,,,,True,low_n_blank
2019,>=90,HBOV,SO2,0,,,,,True,low_n_blank
2019,>=90,HBOV,O3,0,,,,,True,low_n_blank
2019,>=90,HBOV,CO,0,,,,,True,low_n_blank
2019,>=90,HBOV,AQI,0,,,,,True,low_n_blank
2020-2022,<1,FluA,windlevel,30,-0.0696397260741361,0.7146118712957434,0.9591994268329904,0.9498010651006782,False,computed
2020-2022,<1,FluA,temp,30,-0.0756626213021695,0.6910855559924087,0.9591994268329904,0.9498010651006782,False,computed
2020-2022,<1,FluA,humi,30,0.1415380378587848,0.4556293959458624,0.9044106291413172,0.7949730231510646,False,computed
2020-2022,<1,FluA,PM2.5,30,-0.0997542022143031,0.5999508764162467,0.939142344872617,0.89992631462437,False,computed
2020-2022,<1,FluA,PM10,30,-0.15508955212186,0.4131662685706019,0.8859133474068429,0.7746867535698786,False,computed
2020-2022,<1,FluA,NO2,30,0.176546116371729,0.3506890655619207,0.8798650390442455,0.7666366389025782,False,computed
2020-2022,<1,FluA,SO2,30,-0.2944345142307231,0.1142444649645461,0.7450549291774112,0.6101713269136773,False,computed
2020-2022,<1,FluA,O3,30,-0.2740417328755196,0.1428031520261525,0.7583899253282129,0.6101713269136773,False,computed
2020-2022,<1,FluA,CO,30,-0.013176549082403,0.9449043525848216,0.9976213999135164,0.9789169399677282,False,computed
2020-2022,<1,FluA,AQI,30,-0.2420451019765922,0.1975144099550609,0.7905613522817263,0.7155709611510026,False,computed
2020-2022,<1,FluB,windlevel,30,0.2745490045070094,0.1420353080823186,0.7583899253282129,0.6101713269136773,False,computed
2020-2022,<1,FluB,temp,30,-0.5205929211143839,0.0031847655398984,0.3198390031920204,0.1433144492954315,False,computed
2020-2022,<1,FluB,humi,30,0.111319869586995,0.5581168081501378,0.9332012195169388,0.8898296561565702,False,computed
2020-2022,<1,FluB,PM2.5,30,0.3021539317361295,0.104625364619916,0.7221533391026016,0.6101713269136773,False,computed
2020-2022,<1,FluB,PM10,30,0.1593284386811169,0.4003546892046796,0.8859133474068429,0.7666366389025782,False,computed
2020-2022,<1,FluB,NO2,30,0.4317770682902585,0.0171921826330569,0.6328728615023584,0.5115623030313586,False,computed
2020-2022,<1,FluB,SO2,30,-0.341236817324914,0.0649726345127833,0.6421466541564022,0.6101713269136773,False,computed
2020-2022,<1,FluB,O3,30,-0.1137202980417011,0.5496055796073991,0.9332012195169388,0.8898296561565702,False,computed
2020-2022,<1,FluB,CO,30,0.3745084995938928,0.041451192843234,0.6328728615023584,0.5329439079844374,False,computed
2020-2022,<1,FluB,AQI,30,0.0063011246936034,0.9736375585502048,0.9976213999135164,0.9789169399677282,False,computed
2020-2022,<1,RSV,windlevel,30,-0.0146846146197363,0.9386097882147388,0.9976213999135164,0.9789169399677282,False,computed
2020-2022,<1,RSV,temp,30,0.3223940391514849,0.0822940303505555,0.7111829783381346,0.6101713269136773,False,computed
2020-2022,<1,RSV,humi,30,0.2242741141923373,0.2334751798029249,0.8135986772117402,0.753523664230471,False,computed
2020-2022,<1,RSV,PM2.5,30,-0.2687729463733567,0.1509571248585043,0.7583899253282129,0.6101713269136773,False,computed
2020-2022,<1,RSV,PM10,30,-0.2656580281206853,0.1559326724334953,0.7583899253282129,0.6101713269136773,False,computed
2020-2022,<1,RSV,NO2,30,-0.3880298166184884,0.0341041535354239,0.6328728615023584,0.5115623030313586,False,computed
2020-2022,<1,RSV,SO2,30,-0.267497498039665,0.1529804198293242,0.7583899253282129,0.6101713269136773,False,computed
2020-2022,<1,RSV,O3,30,0.1403938155311159,0.459317746709504,0.9044106291413172,0.7949730231510646,False,computed
2020-2022,<1,RSV,CO,30,-0.1221628838451268,0.5201607383832558,0.9332012195169388,0.8832918198960947,False,computed
2020-2022,<1,RSV,AQI,30,0.0618533767316168,0.745407770285727,0.9638876098082352,0.9717715396183636,False,computed
2020-2022,<1,ADV,windlevel,30,0.0688725825695156,0.7176274714094013,0.9591994268329904,0.9498010651006782,False,computed
2020-2022,<1,ADV,temp,30,-0.0095929668578968,0.9598743526460664,0.9976213999135164,0.9789169399677282,False,computed
2020-2022,<1,ADV,humi,30,0.0725621852071682,0.703162723310601,0.9591994268329904,0.9498010651006782,False,computed
2020-2022,<1,ADV,PM2.5,30,-0.1918593371579363,0.3097819508503047,0.8438763857551281,0.753523664230471,False,computed
2020-2022,<1,ADV,PM10,30,-0.2066177477085468,0.2733070086477257,0.8253656195209351,0.753523664230471,False,computed
2020-2022,<1,ADV,NO2,30,-0.1928432311946437,0.3072599916235842,0.8438763857551281,0.753523664230471,False,computed
2020-2022,<1,ADV,SO2,30,-0.0446541271982201,0.814748376524016,0.9782570558607396,0.9776980518288192,False,computed
2020-2022,<1,ADV,O3,30,-0.1775928736256795,0.347794145408775,0.8787629279008881,0.7666366389025782,False,computed
2020-2022,<1,ADV,CO,30,0.10430437080228,0.5833327745915293,0.9378461277463918,0.8898296561565702,False,computed
2020-2022,<1,ADV,AQI,30,-0.1689838008044901,0.372029760618603,0.8835328352059227,0.7666366389025782,False,computed
2020-2022,<1,PIV,windlevel,30,0.6757242497088675,4.173356106468845e-05,0.0292134927452819,0.0037560204958219,False,computed
2020-2022,<1,PIV,temp,30,-0.3928732948208445,0.0317438058668715,0.6328728615023584,0.5115623030313586,False,computed
2020-2022,<1,PIV,humi,30,-0.2153676168320616,0.2530515802995524,0.8200745657855867,0.753523664230471,False,computed
2020-2022,<1,PIV,PM2.5,30,0.1955457782611686,0.3003990434966249,0.8411173217905498,0.753523664230471,False,computed
2020-2022,<1,PIV,PM10,30,0.2750558498320538,0.1412711068250079,0.7583899253282129,0.6101713269136773,False,computed
2020-2022,<1,PIV,NO2,30,0.2799556301529487,0.1340368230051144,0.7583899253282129,0.6101713269136773,False,computed
2020-2022,<1,PIV,SO2,30,-0.1987080316605994,0.2924946046663486,0.8387762092587974,0.753523664230471,False,computed
2020-2022,<1,PIV,O3,30,-0.0481069340596952,0.8006991925039944,0.9782570558607396,0.9776980518288192,False,computed
2020-2022,<1,PIV,CO,30,0.3289900305065135,0.0758689755665207,0.6987931960074275,0.6101713269136773,False,computed
2020-2022,<1,PIV,AQI,30,-0.0592427984253654,0.7558223085920606,0.9638876098082352,0.9717715396183636,False,computed
2020-2022,<1,HRV,windlevel,30,0.404539395863114,0.0265985343942198,0.6328728615023584,0.5115623030313586,False,computed
2020-2022,<1,HRV,temp,30,-0.0936804651586199,0.6224426497846443,0.939142344872617,0.9183580078789834,False,computed
2020-2022,<1,HRV,humi,30,-0.3028482495982938,0.1037909495612593,0.7221533391026016,0.6101713269136773,False,computed
2020-2022,<1,HRV,PM2.5,30,-0.0140186919358504,0.94138887994188,0.9976213999135164,0.9789169399677282,False,computed
2020-2022,<1,HRV,PM10,30,0.0736537623931192,0.6989024288820234,0.9591994268329904,0.9498010651006782,False,computed
2020-2022,<1,HRV,NO2,30,0.0554072109845519,0.7711997520717464,0.9647621969615572,0.9775771505134812,False,computed
2020-2022,<1,HRV,SO2,30,0.029156465613176,0.8784432000056158,0.9976213999135164,0.9789169399677282,False,computed
2020-2022,<1,HRV,O3,30,0.0077881621865836,0.967419096935348,0.9976213999135164,0.9789169399677282,False,computed
2020-2022,<1,HRV,CO,30,0.1079336826532758,0.5702252032059016,0.934795415091642,0.8898296561565702,False,computed
2020-2022,<1,HRV,AQI,30,-0.0870048975701196,0.6475525105780975,0.9512843680799348,0.939995579871432,False,computed
2020-2022,<1,MP,windlevel,30,-0.0050389396499939,0.9789169399677282,0.9976213999135164,0.9789169399677282,False,computed
2020-2022,<1,MP,temp,30,-0.0283771864499661,0.8816691752219719,0.9976213999135164,0.9789169399677282,False,computed
2020-2022,<1,MP,humi,30,-0.284037071849661,0.1282206176393681,0.7583899253282129,0.6101713269136773,False,computed
2020-2022,<1,MP,PM2.5,30,-0.0355377848999576,0.8521027299762165,0.9882926147810968,0.9789169399677282,False,computed
2020-2022,<1,MP,PM10,30,0.1082045987998708,0.569252115943897,0.934795415091642,0.8898296561565702,False,computed
2020-2022,<1,MP,NO2,30,-0.0450852494999462,0.8129910011529197,0.9782570558607396,0.9776980518288192,False,computed
2020-2022,<1,MP,SO2,30,-0.1431112067328845,0.4505841857802425,0.9044106291413172,0.7949730231510646,False,computed
2020-2022,<1,MP,O3,30,0.2182656490497395,0.2465667599009617,0.8135986772117402,0.753523664230471,False,computed
2020-2022,<1,MP,CO,30,-0.1611313895243876,0.3949746734744385,0.8859133474068429,0.7666366389025782,False,computed
2020-2022,<1,MP,AQI,30,0.2172048196497408,0.2489276418300842,0.8135986772117402,0.753523664230471,False,computed
2020-2022,<1,HMPV,windlevel,30,-0.1057489572896635,0.5780996364959827,0.9378461277463918,0.8898296561565702,False,computed
2020-2022,<1,HMPV,temp,30,-0.0241137764841038,0.8993499227002074,0.9976213999135164,0.9789169399677282,False,computed
2020-2022,<1,HMPV,humi,30,-0.0238625913123943,0.9003931681731611,0.9976213999135164,0.9789169399677282,False,computed
2020-2022,<1,HMPV,PM2.5,30,0.186630582580095,0.3234005293212755,0.8447028750928838,0.7659486220767051,False,computed
2020-2022,<1,HMPV,PM10,30,0.1964268042767622,0.2981834172164614,0.8411173217905498,0.753523664230471,False,computed
2020-2022,<1,HMPV,NO2,30,0.291374799182921,0.1182338640608551,0.746356689579248,0.6101713269136773,False,computed
2020-2022,<1,HMPV,SO2,30,-0.1816472946085515,0.3367173833523977,0.8697496986962304,0.7666366389025782,False,computed
2020-2022,<1,HMPV,O3,30,0.2413889500127474,0.198769711430834,0.7905613522817263,0.7155709611510026,False,computed
2020-2022,<1,HMPV,CO,30,0.0222323608439457,0.9071678711457924,0.9976213999135164,0.9789169399677282,False,computed
2020-2022,<1,HMPV,AQI,30,0.2938866509000151,0.1149513319302291,0.7450549291774112,0.6101713269136773,False,computed
2020-2022,<1,HBOV,windlevel,30,0.2011890127332101,0.2863864105430556,0.8365190647470069,0.753523664230471,False,computed
2020-2022,<1,HBOV,temp,30,0.0697302828223057,0.7142561743282936,0.9591994268329904,0.9498010651006782,False,computed
2020-2022,<1,HBOV,humi,30,-0.1406036850351411,0.4586400602052404,0.9044106291413172,0.7949730231510646,False,computed
2020-2022,<1,HBOV,PM2.5,30,-0.0262917459821808,0.8903112509838335,0.9976213999135164,0.9789169399677282,False,computed
2020-2022,<1,HBOV,PM10,30,0.0111454140576636,0.95338724797525,0.9976213999135164,0.9789169399677282,False,computed
2020-2022,<1,HBOV,NO2,30,0.1671812108649544,0.3772265825399379,0.8859133474068429,0.7666366389025782,False,computed
2020-2022,<1,HBOV,SO2,30,-0.233248252042481,0.2148036143115217,0.8135986772117402,0.7435509726168061,False,computed
2020-2022,<1,HBOV,O3,30,-0.1614656139123064,0.3939819070343211,0.8859133474068429,0.7666366389025782,False,computed
2020-2022,<1,HBOV,CO,30,0.0510173780210474,0.7889038043069603,0.9755035178187688,0.9776980518288192,False,computed
2020-2022,<1,HBOV,AQI,30,-0.1606082743694092,0.3965313798569224,0.8859133474068429,0.7666366389025782,False,computed
2020-2022,1-3,FluA,windlevel,31,-0.2694846802552807,0.1426352104746365,0.7583899253282129,0.5022845103705865,False,computed
2020-2022,1-3,FluA,temp,31,0.0479343682883579,0.7978992595654395,0.9781602131275092,0.9299913522238012,False,computed
2020-2022,1-3,FluA,humi,31,0.252532281714276,0.1705013875657993,0.7679172456256808,0.5022845103705865,False,computed
2020-2022,1-3,FluA,PM2.5,31,-0.1262788712237436,0.4984594483124881,0.9230730524305336,0.8953391973375968,False,computed
2020-2022,1-3,FluA,PM10,31,-0.2449329306441705,0.1841709871358817,0.7794360268525721,0.5022845103705865,False,computed
2020-2022,1-3,FluA,NO2,31,-0.0143232978934338,0.9390409643575762,0.9976213999135164,0.9827499130841488,False,computed
2020-2022,1-3,FluA,SO2,31,-0.3262862207411454,0.0732259046704153,0.6884668369136461,0.387666554137493,False,computed
2020-2022,1-3,FluA,O3,31,-0.0052610892023807,0.9775912589968848,0.9976213999135164,0.9885754304462882,False,computed
2020-2022,1-3,FluA,CO,31,-0.2479057440150266,0.1787349259866406,0.7679172456256808,0.5022845103705865,False,computed
2020-2022,1-3,FluA,AQI,31,-0.0075993510701055,0.9676361977508758,0.9976213999135164,0.9885754304462882,False,computed
2020-2022,1-3,FluB,windlevel,31,0.3005846186975435,0.1003708275977995,0.7221533391026016,0.4516687241900977,False,computed
2020-2022,1-3,FluB,temp,31,-0.2029795971172426,0.2734509206800528,0.8253656195209351,0.6310405861847374,False,computed
2020-2022,1-3,FluB,humi,31,0.1039177841700716,0.5779901410164485,0.9378461277463918,0.8953391973375968,False,computed
2020-2022,1-3,FluB,PM2.5,31,0.253021608209348,0.1696465789023797,0.7679172456256808,0.5022845103705865,False,computed
2020-2022,1-3,FluB,PM10,31,0.2131771366853337,0.2495512454195495,0.8135986772117402,0.591042423362091,False,computed
2020-2022,1-3,FluB,NO2,31,0.2913876486096138,0.111735456206543,0.7449030413769534,0.4714563685106182,False,computed
2020-2022,1-3,FluB,SO2,31,-0.2265995960171918,0.220263202581564,0.8135986772117402,0.5663910923525931,False,computed
2020-2022,1-3,FluB,O3,31,0.0257366474813728,0.8906913206438662,0.9976213999135164,0.9827499130841488,False,computed
2020-2022,1-3,FluB,CO,31,0.118752440838278,0.5245989085764164,0.9332012195169388,0.8953391973375968,False,computed
2020-2022,1-3,FluB,AQI,31,0.1320824172628947,0.4787617757105716,0.9044106291413172,0.8953391973375968,False,computed
2020-2022,1-3,RSV,windlevel,31,0.0754412602228962,0.6866880925052754,0.9591994268329904,0.8953391973375968,False,computed
2020-2022,1-3,RSV,temp,31,0.1498739474481602,0.4209745163725998,0.8859133474068429,0.8225504947323968,False,computed
2020-2022,1-3,RSV,humi,31,-0.0215834621493312,0.9082497586561114,0.9976213999135164,0.9827499130841488,False,computed
2020-2022,1-3,RSV,PM2.5,31,-0.1088359983683769,0.5600233355658862,0.9333722259431436,0.8953391973375968,False,computed
2020-2022,1-3,RSV,PM10,31,-0.0641452426494144,0.7317321341840239,0.9591994268329904,0.9021355078981116,False,computed
2020-2022,1-3,RSV,NO2,31,-0.3046197544694147,0.0956695647572201,0.720093498172625,0.4516687241900977,False,computed
2020-2022,1-3,RSV,SO2,31,-0.2495964538299517,0.1756942347613224,0.7679172456256808,0.5022845103705865,False,computed
2020-2022,1-3,RSV,O3,31,0.0812909836091636,0.6637583075473805,0.9531373877823126,0.8953391973375968,False,computed
2020-2022,1-3,RSV,CO,31,-0.0024210633611459,0.9896868678307538,0.9976213999135164,0.9896868678307538,False,computed
2020-2022,1-3,RSV,AQI,31,0.1071104523485505,0.5662976747788516,0.934795415091642,0.8953391973375968,False,computed
2020-2022,1-3,ADV,windlevel,31,0.510400899020255,0.0033501711303549,0.3198390031920204,0.0822443151065195,False,computed
2020-2022,1-3,ADV,temp,31,-0.5063452701047186,0.003655302893623,0.3198390031920204,0.0822443151065195,False,computed
2020-2022,1-3,ADV,humi,31,-0.3406728289050569,0.0607407411341735,0.6421466541564022,0.3452012447047975,False,computed
2020-2022,1-3,ADV,PM2.5,31,0.3398959685556327,0.0613691101697417,0.6421466541564022,0.3452012447047975,False,computed
2020-2022,1-3,ADV,PM10,31,0.3848791840844036,0.0325176289696233,0.6328728615023584,0.2760046672647181,False,computed
2020-2022,1-3,ADV,NO2,31,0.3551061103466068,0.0499584070553673,0.6328728615023584,0.3211611882130757,False,computed
2020-2022,1-3,ADV,SO2,31,-0.2594359394652533,0.1587215391292182,0.760993680756526,0.5022845103705865,False,computed
2020-2022,1-3,ADV,O3,31,0.0916572134911224,0.623858843379667,0.939142344872617,0.8953391973375968,False,computed
2020-2022,1-3,ADV,CO,31,0.3917513526089828,0.0292943669805658,0.6328728615023584,0.2760046672647181,False,computed
2020-2022,1-3,ADV,AQI,31,0.1518833028868378,0.4147019924713689,0.8859133474068429,0.8225504947323968,False,computed
2020-2022,1-3,PIV,windlevel,31,0.5633268563680048,0.0009680370590148,0.3112268055763185,0.0661649635641994,False,computed
2020-2022,1-3,PIV,temp,31,-0.2638186609556423,0.1515528663051649,0.7583899253282129,0.5022845103705865,False,computed
2020-2022,1-3,PIV,humi,31,-0.1024046301172939,0.5835690420133903,0.9378461277463918,0.8953391973375968,False,computed
2020-2022,1-3,PIV,PM2.5,31,0.069662449402661,0.7096113986464904,0.9591994268329904,0.8995074067349879,False,computed
2020-2022,1-3,PIV,PM10,31,0.1685113814405371,0.3648406930783621,0.8835328352059227,0.7818014851679187,False,computed
2020-2022,1-3,PIV,NO2,31,0.1843469185066051,0.3208252761203375,0.8442770424219408,0.7085514603603402,False,computed
2020-2022,1-3,PIV,SO2,31,-0.3170432942800555,0.0822401621773684,0.7111829783381346,0.4112008108868424,False,computed
2020-2022,1-3,PIV,O3,31,-0.0780708566240755,0.6763452894157935,0.954519561675515,0.8953391973375968,False,computed
2020-2022,1-3,PIV,CO,31,0.2858780903455146,0.1189888913007665,0.746356689579248,0.4714563685106182,False,computed
2020-2022,1-3,PIV,AQI,31,-0.033661719998952,0.8573336724806008,0.9882926147810968,0.9654159527075352,False,computed
2020-2022,1-3,HRV,windlevel,31,0.4467741935483871,0.0117471385760583,0.5722442358293857,0.1762070786408756,False,computed
2020-2022,1-3,HRV,temp,31,0.0604838709677419,0.7465308117000464,0.9638876098082352,0.9079428790946512,False,computed
2020-2022,1-3,HRV,humi,31,-0.3842741935483871,0.0328146403551555,0.6328728615023584,0.2760046672647181,False,computed
2020-2022,1-3,HRV,PM2.5,31,0.0143159593428413,0.9390721391692975,0.9976213999135164,0.9827499130841488,False,computed
2020-2022,1-3,HRV,PM10,31,0.1576612903225806,0.3969596036225368,0.8859133474068429,0.8119628255915525,False,computed
2020-2022,1-3,HRV,NO2,31,0.0729912293254727,0.6963749312625753,0.9591994268329904,0.8953391973375968,False,computed
2020-2022,1-3,HRV,SO2,31,0.0554603231991553,0.7669791409474099,0.9638876098082352,0.920374969136892,False,computed
2020-2022,1-3,HRV,O3,31,0.0076612903225806,0.9673725521808868,0.9976213999135164,0.9885754304462882,False,computed
2020-2022,1-3,HRV,CO,31,0.0459770124290611,0.8059925052606278,0.9782570558607396,0.9299913522238012,False,computed
2020-2022,1-3,HRV,AQI,31,-0.0334677419354838,0.8581475135178092,0.9882926147810968,0.9654159527075352,False,computed
2020-2022,1-3,MP,windlevel,31,-0.0857303058033292,0.6465525913047832,0.9512843680799348,0.8953391973375968,False,computed
